Protein ID,Gene name,Hep G2,HepA,LX2,Liver,PorV,hHEP,hHSC,hHSC TWNT4,hKC,hLSEC,hLSEC SK Hep1,Protein name
A0A0C4DGQ5,CAPNS1,1059600000,3650350000,4790300000,2761050000,3380800000,1145300000,3496700000,6543100000,2351500000,2735100000,4707100000,Calpain small subunit 1
O75915,ARL6IP5,467930000,2189750000,1146700000,1594250000,1746000000,1147000000,2721800000,1972400000,1673000000,2704200000,877450000,PRA1 family protein 3
P22102,GART,5164000000,736570000,4569700000,1847500000,698165000,1147100000,1235000000,2258700000,1600600000,1484400000,5924200000,Trifunctional purine biosynthetic protein adenosine-3
O94760,DDAH1,2659700000,1481600000,3423800000,6923300000,1531250000,1147400000,466710000,1735300000,354250000,720820000,1700200000,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
A0A1W2PPH1,ME2,1289400000,673565000,1723000000,1607650000,967770000,1150800000,1032000000,1452300000,7704800000,1800900000,1785700000,"NAD-dependent malic enzyme, mitochondrial"
O95298,NDUFC2,387730000,198095000,179440000,543020000,340325000,1150900000,372490000,449020000,569770000,1114300000,350350000,NADH dehydrogenase [ubiquinone] 1 subunit C2
O14657,TOR1B,232280000,95918500,129350000,218995000,77372500,1151000000,603830000,192780000,425400000,556350000,174790000,Torsin-1B
O95163,IKBKAP,2779700000,377015000,988740000,1184650000,446750000,1153700000,836160000,733010000,872000000,953700000,1048300000,Elongator complex protein 1
Q92973-2,TNPO1,2592800000,1161200000,4040700000,1501600000,1069650000,1154000000,3567600000,3599700000,1923000000,2533200000,4411600000,Transportin-1
J3KNQ4,PARVA,548760000,13679500000,2886200000,4236700000,14764500000,1155700000,3753500000,9801000000,380670000,1284800000,2270300000,Alpha-parvin
P37235,HPCAL1,1190800000,677535000,2029100000,1154000000,583490000,1156000000,693770000,1351200000,2003200000,1703200000,7877900000,Hippocalcin-like protein 1
Q15599,SLC9A3R2,412790000,451215000,720110000,1527000000,342040000,1156500000,392970000,665130000,349790000,400810000,237180000,Na(+)/H(+) exchange regulatory cofactor NHE-RF2
Q63HR2-6,TNS2,259270000,2569800000,201620000,1426750000,2074400000,1158800000,279700000,427940000,385220000,670550000,159800000,Tensin-2
Q7Z7K6,CENPV,628280000,352490000,129260000,304505000,494910000,1159000000,271270000,81836000,109000000,575250000,296540000,Centromere protein V
P06756-3,ITGAV,1594700000,4470950000,2367900000,1426950000,3111750000,1161000000,8723200000,9282100000,1145700000,5457000000,3176700000,Integrin alpha-V
O00186,STXBP3,614380000,754005000,529070000,702995000,716640000,1165600000,1358500000,842890000,1063100000,1512300000,784480000,Syntaxin-binding protein 3
P04839,CYBB,64829000,164305000,8966400,747655000,315485000,1165900000,58061500,13002000,7003800000,113130000,41779000,Cytochrome b-245 heavy chain
Q15833,STXBP2,1377500000,862705000,983640000,1503800000,1234150000,1165900000,1144400000,200160000,5397100000,1499900000,1918800000,Syntaxin-binding protein 2
Q92542-2,NCSTN,593270000,125935000,361650000,239125000,123020000,1165900000,2364600000,757420000,1239300000,3008000000,867580000,Nicastrin
Q9H4K7,MTG2,848790000,715510000,174680000,366120000,260710000,1166600000,488910000,202780000,,300990000,391730000,Mitochondrial ribosome-associated GTPase 2
P17252,PRKCA,1510700000,1296600000,2721600000,1589400000,2072700000,1167800000,2468600000,2914300000,2814400000,1030600000,3523700000,Protein kinase C alpha type
Q9H2G2-2,SLK,3910900000,3741850000,3084000000,3724750000,4056350000,1168400000,2548100000,4047500000,3081600000,4175400000,4393900000,STE20-like serine/threonine-protein kinase
Q9P0K7-4,RAI14,742230000,1878200000,5366600000,1870500000,1560900000,1168400000,9119100000,5951600000,553320000,6511500000,4806800000,Ankycorbin
Q8NBJ5,COLGALT1,1510600000,528125000,2449600000,913290000,681965000,1168700000,4259400000,3140200000,3029100000,12361000000,1735700000,Procollagen galactosyltransferase 1
P35749,MYH11,1415700000,6.7666E+11,3472700000,14599500000,6.4462E+11,1170400000,3070700000,1647300000,2416600000,910530000,2771900000,Myosin-11
Q9H307,PNN,4139000000,363235000,2673800000,1118400000,477030000,1171000000,1444900000,1649900000,1434200000,3480600000,2341100000,Pinin
Q14498-2,RBM39,2991600000,329290000,2544800000,879180000,327525000,1172600000,1255600000,1335700000,1659900000,2379300000,2145500000,RNA-binding protein 39
Q14683,SMC1A,4402900000,1145000000,4805100000,1628100000,1229350000,1173900000,1983100000,2895500000,4503400000,4604200000,2275000000,Structural maintenance of chromosomes protein 1A
P45985,MAP2K4,749830000,605675000,528150000,837660000,374035000,1175500000,438930000,376700000,227380000,217350000,815700000,Dual specificity mitogen-activated protein kinase kinase 4
Q8NBN7,RDH13,749350000,150605000,197610000,451295000,238365000,1175800000,344990000,163940000,420200000,769710000,227520000,Retinol dehydrogenase 13
O96008,TOMM40,2986300000,232565000,2552900000,841550000,407050000,1176000000,1114100000,1484900000,907320000,1618000000,3457800000,Mitochondrial import receptor subunit TOM40 homolog
Q9UHX1-6,PUF60,2692500000,491585000,2666900000,1088650000,570045000,1176100000,1412000000,1835000000,1584100000,2350900000,2501600000,Poly(U)-binding-splicing factor PUF60
Q9BZZ5-2,API5,2506700000,600045000,3928600000,1299150000,637880000,1177200000,1294000000,2562100000,2157700000,1181400000,3871500000,Apoptosis inhibitor 5
P25311,AZGP1,91739000,1835750000,64499000,1759600000,2178800000,1178800000,110400000,47580000,216470000,105040000,66997000,Zinc-alpha-2-glycoprotein
P51689,ARSD,33498000,67990000,34096000,650890000,27821000,1181900000,97569000,53650000,201090000,97544000,43653000,Arylsulfatase D
Q68E01-2,INTS3,1013900000,393925000,809780000,428405000,453980000,1183400000,1129200000,580080000,981440000,1489500000,1163600000,Integrator complex subunit 3
Q12769,NUP160,1340200000,158555000,922630000,378945000,207240000,1186300000,1094700000,763160000,1025000000,1605700000,807170000,Nuclear pore complex protein Nup160
Q8N2U9,PQLC1,145750000,226610000,94393000,187165000,262270000,1186500000,152450000,108570000,264870000,144170000,49228000,PQ-loop repeat-containing protein 1
P02760,AMBP,1016000000,10394400000,185980000,2031400000,8200250000,1191200000,125400000,125200000,387340000,97048000,148890000,Protein AMBP
Q9NUT2-5,ABCB8,392810000,1567850000,320670000,505255000,1046575000,1193000000,212640000,312590000,340510000,604480000,290580000,"ATP-binding cassette sub-family B member 8, mitochondrial"
P00414,MT-CO3,184890000,189645000,87293000,773200000,194835000,1194100000,218190000,176730000,672430000,628990000,591100000,Cytochrome c oxidase subunit 3
P42356,PI4KA,865490000,1030505000,860700000,1185400000,1011350000,1195400000,1465600000,1388800000,1157800000,1153400000,1700800000,Phosphatidylinositol 4-kinase alpha
Q16647,PTGIS,269440000,8568000000,228490000,1623750000,9648650000,1196100000,37078000000,158960000,375810000,1799400000,288000000,Prostacyclin synthase
Q8WU79,SMAP2,578720000,195075000,297820000,735385000,197605000,1196500000,285380000,273460000,1866300000,496240000,321100000,Stromal membrane-associated protein 2
Q14166,TTLL12,1853300000,836290000,987100000,1472150000,845295000,1197400000,588610000,1337000000,1077600000,521110000,1673600000,Tubulin--tyrosine ligase-like protein 12
Q6XQN6,NAPRT,92720000,988155000,97507000,4417900000,1023380000,1198600000,157220000,805620000,1105500000,160760000,187420000,Nicotinate phosphoribosyltransferase
P42357,HAL,41177000,60833500,41617000,2541850000,41815000,1200500000,64481000,47155000,148790000,41162000,88322000,Histidine ammonia-lyase
Q8WVC2,RPS21,6217400000,1377500000,4042800000,2708050000,991405000,1200700000,2342900000,4113200000,2905200000,4508100000,5156900000,40S ribosomal protein S21
Q9H9P8,L2HGDH,442290000,139200000,605590000,794700000,221915000,1203400000,202770000,269510000,380960000,162660000,280960000,"L-2-hydroxyglutarate dehydrogenase, mitochondrial"
O43741,PRKAB2,333390000,498165000,209630000,1115800000,540405000,1204000000,265430000,268870000,155700000,67160000,209730000,5-AMP-activated protein kinase subunit beta-2
Q9UBR2,CTSZ,16918000,337595000,2231200000,3701200000,333780000,1204200000,420490000,22294000,4223800000,146970000,1742600000,Cathepsin Z
Q9HCE6-3,ARHGEF10L,945990000,370240000,76130000,894845000,229160000,1205500000,105360000,221520000,319140000,56291000,88195000,Rho guanine nucleotide exchange factor 10-like protein
Q9P2R3,ANKFY1,875160000,699620000,1592900000,1289600000,694215000,1205600000,857510000,1867100000,2149200000,795980000,1999800000,Rabankyrin-5
Q8IXI2-3,RHOT1,502860000,340275000,634520000,271030000,354705000,1206800000,489600000,395850000,404630000,866030000,697510000,Mitochondrial Rho GTPase 1
Q71RC2,LARP4,2384100000,1105895000,1342100000,1764450000,940435000,1207800000,1773900000,1175000000,443380000,2808600000,2322400000,La-related protein 4
Q8IXI1,RHOT2,951800000,225705000,391620000,632965000,292185000,1209200000,704440000,749410000,429490000,1011700000,723070000,Mitochondrial Rho GTPase 2
O60832,DKC1,6349900000,466210000,2332700000,1267550000,443910000,1211500000,2567300000,2224400000,1205200000,3320800000,5281000000,H/ACA ribonucleoprotein complex subunit 4
A0A024RA52,PSMA2,3017500000,933645000,2980600000,2459800000,907845000,1211900000,1467800000,2862500000,1836700000,560770000,2902800000,Proteasome subunit alpha type
Q9NP58-4,ABCB6,618880000,55532000,64671000,205725000,72254500,1212100000,684920000,523960000,123520000,366390000,67204000,"ATP-binding cassette sub-family B member 6, mitochondrial"
Q9Y5X3,SNX5,2232200000,904900000,1985800000,1862700000,983685000,1214100000,569760000,551580000,2293900000,675800000,1216200000,Sorting nexin-5
O75170-2,PPP6R2,1713000000,172200000,528890000,1368450000,264660000,1214300000,628750000,577890000,454120000,374460000,869800000,Serine/threonine-protein phosphatase 6 regulatory subunit 2
P09211,GSTP1,304960000,10569500000,13790000000,4413500000,9809450000,1215200000,3718800000,9867100000,7392500000,1717800000,7116600000,Glutathione S-transferase P
Q8WUH6,TMEM263,242190000,139300000,722370000,147885000,241400000,1215300000,536810000,205340000,109890000,1042100000,286100000,Transmembrane protein 263
P07951-2,P07951-2,311130000,1.7933E+11,6185400000,5789150000,1.83505E+11,1215500000,24160000000,14569000000,388820000,3849700000,1863300000,
Q9UHB9,SRP68,2857200000,450220000,2781700000,1226650000,445190000,1216000000,1615900000,2876700000,890260000,2464400000,2035600000,Signal recognition particle subunit SRP68
P17152,TMEM11,296470000,204350000,255730000,246415000,174595000,1216100000,566850000,459160000,331770000,1040385000,407980000,"Transmembrane protein 11, mitochondrial"
P30085,CMPK1,2116700000,1099100000,3429000000,5343800000,1126050000,1216300000,749140000,1865100000,940940000,351650000,2108200000,UMP-CMP kinase
Q6ZNB7,AGMO,20880000,20181000,11681000,196780000,20070000,1217600000,19048000,5626400,81844000,25901000,4775000,Alkylglycerol monooxygenase
Q9Y6M5,SLC30A1,251240000,49820500,108840000,219575000,39724000,1218700000,1024000000,582180000,286780000,297240000,95593000,Zinc transporter 1
P02741,CRP,20391000,286485000,11527000,302470000,167015000,1220500000,28506000,17967000,372750000,10421650,16146000,C-reactive protein
Q9P015,MRPL15,868260000,154860000,250130000,343325000,142790000,1220600000,668140000,642790000,550560000,1436900000,1080300000,"39S ribosomal protein L15, mitochondrial"
Q9BUP0,EFHD1,309580000,4864900000,719010000,1104930000,2008450000,1220900000,735470000,336730000,2071500000,447680000,483580000,EF-hand domain-containing protein D1
P62888,RPL30,5624300000,331775000,3792700000,1710150000,397685000,1222300000,3405800000,2820600000,1172000000,2623000000,5160800000,60S ribosomal protein L30
P25789,PSMA4,3434500000,846430000,3271300000,2951900000,842625000,1222500000,2066100000,2265500000,2326200000,1697200000,4743800000,Proteasome subunit alpha type-4
Q9Y266,NUDC,13564000000,1216300000,8068600000,2586950000,1561050000,1223300000,2013500000,2684000000,1664400000,2807400000,6141000000,Nuclear migration protein nudC
P02458-1,COL2A1,994500000,7338900000,10300000000,2922200000,10709250000,1224900000,4581600000,7045000000,2535100000,1846700000,887790000,Collagen alpha-1(II) chain
Q06210-2,GFPT1,6981600000,1310500000,3081200000,3620650000,1145800000,1227900000,3539600000,5775900000,1380800000,3209400000,3655400000,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1
Q9Y3Z3,SAMHD1,1824100000,1918250000,2193600000,4958550000,3466750000,1229500000,558410000,1581400000,26187000000,315690000,1327300000,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
Q14696,MESDC2,1308400000,240105000,908060000,1380750000,440190000,1230700000,1121100000,1293200000,1115800000,440570000,836290000,LDLR chaperone MESD
A0A0B4J1Z1,SRSF7,4259500000,476515000,3750700000,885665000,532770000,1230700000,2589000000,2970100000,2575700000,5865900000,3756000000,Serine/arginine-rich splicing factor 7
P43304,GPD2,256860000,602085000,2330000000,1086150000,781705000,1231500000,3279600000,4347100000,3430200000,5272900000,3417700000,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
P62308,SNRPG,1054100000,147560000,1072100000,230165000,91568000,1233300000,1354300000,847940000,1433800000,1870100000,321250000,Small nuclear ribonucleoprotein G
A0A087WYT3,PTGES3,3738300000,641890000,3795400000,1501750000,758140000,1233800000,656660000,2247100000,927680000,455370000,2725800000,Prostaglandin E synthase 3
A0A087WXU0,RMND1,85393000,40023000,39623000,189020000,55502000,1234100000,236850000,166810000,287150000,357960000,128200000,Required for meiotic nuclear division protein 1 homolog
Q96BY7,ATG2B,466320000,600030000,1218400000,756180000,747910000,1234300000,882220000,570460000,816690000,943190000,1203700000,Autophagy-related protein 2 homolog B
O75146,HIP1R,694010000,152860000,1083400000,1306100000,82778500,1236800000,533470000,492470000,428640000,1116900000,947480000,Huntingtin-interacting protein 1-related protein
Q13637,RAB32,763640000,360715000,1350700000,677110000,224740000,1238200000,1919900000,1316800000,1930100000,1192700000,1102900000,Ras-related protein Rab-32
Q8IVM8,SLC22A9,74168000,339795000,16518000,295225000,97539000,1239000000,28389000,24437000,144290000,20341000,16667000,Solute carrier family 22 member 9
P05546,SERPIND1,357540000,1819800000,151100000,1311100000,1920900000,1240300000,295480000,111190000,296080000,398810000,127850000,Heparin cofactor 2
Q9BZQ6-2,EDEM3,274090000,120415000,129060000,219975000,103621500,1241300000,564910000,299480000,247050000,636800000,148940000,ER degradation-enhancing alpha-mannosidase-like protein 3
Q7L2H7,EIF3M,2834000000,626800000,1842900000,1000910000,593930000,1241700000,2387900000,2528900000,1637700000,1287400000,3263500000,Eukaryotic translation initiation factor 3 subunit M
R4GMR5,PSMD8,2410300000,373645000,1769700000,1072640000,365990000,1241800000,1102600000,1361600000,1248700000,1447400000,1644700000,26S proteasome non-ATPase regulatory subunit 8
P48637,GSS,4765000000,2647150000,7002300000,8688200000,3626150000,1244100000,1831900000,4744700000,3195400000,1950500000,4612300000,Glutathione synthetase
P55268,LAMB2,1084300000,72075000000,2086800000,3841850000,37128500000,1244400000,2434100000,1364700000,990920000,2324400000,858650000,Laminin subunit beta-2
P05198,EIF2S1,4821200000,1421000000,6841000000,3049900000,1593250000,1245400000,3473400000,4061800000,1846500000,3946500000,5574500000,Eukaryotic translation initiation factor 2 subunit 1
P05107,ITGB2,150820000,380070000,40480000,1176175000,766980000,1246100000,114970000,49200000,18835000000,67835000,65227000,Integrin beta-2
Q9Y305,ACOT9,1448400000,1597000000,2343200000,1270300000,1574900000,1246200000,1924200000,2503900000,1842900000,2798300000,5250500000,"Acyl-coenzyme A thioesterase 9, mitochondrial"
Q9HCU5,PREB,1808200000,189165000,701850000,526205000,291010000,1246300000,1144800000,580970000,596610000,868210000,534530000,Prolactin regulatory element-binding protein
O60231,DHX16,3689200000,900105000,2222800000,648355000,394975000,1247300000,1159100000,1277500000,1563100000,1358100000,2478400000,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16
Q96EY8,MMAB,704480000,181080000,299830000,2552850000,326975000,1247800000,172150000,743130000,687050000,468880000,590850000,"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial"
O14776-2,TCERG1,3351000000,659820000,2753900000,920900000,958890000,1248000000,1703900000,1552000000,2372700000,3735100000,2841200000,Transcription elongation regulator 1
Q93050-1,ATP6V0A1,626300000,447140000,601510000,596935000,396970000,1251900000,3087100000,924980000,1252000000,1485900000,489980000,V-type proton ATPase 116 kDa subunit a isoform 1
O60784,TOM1,939570000,812080000,1027900000,2071750000,950560000,1252900000,1140900000,1714400000,1322800000,833330000,1102500000,Target of Myb protein 1
O60749,SNX2,2075700000,1566250000,3146000000,2646350000,1648700000,1253300000,1579800000,2333400000,3742400000,1096800000,3638500000,Sorting nexin-2
O95470,SGPL1,1479200000,49577500,986030000,1002600000,98315500,1254600000,985900000,618080000,891030000,1012600000,1287300000,Sphingosine-1-phosphate lyase 1
Q15050,RRS1,3021500000,440645000,841230000,614775000,463305000,1255300000,2526500000,1343400000,1057400000,6314800000,3473700000,Ribosome biogenesis regulatory protein homolog
P01857,IGHG1,551730000,1.2952E+11,321470000,39983000000,1.10145E+11,1256100000,212280000,230040000,2538600000,188360000,1557500000,Ig gamma-1 chain C region
Q9BRK5,SDF4,2795800000,127915000,570900000,588460000,164470000,1256900000,1922400000,1015500000,256250000,1971400000,833610000,45 kDa calcium-binding protein
P13796,LCP1,249210000,2751650000,9285400000,13704000000,3218500000,1258200000,591040000,305790000,78568000000,207040000,392930000,Plastin-2
P38606,ATP6V1A,3053800000,1591950000,3212800000,3142100000,1863100000,1258700000,4474100000,6023500000,8773500000,3868700000,2789900000,V-type proton ATPase catalytic subunit A
Q9C0E8-2,LNP,603920000,636065000,579860000,715260000,566625000,1258800000,1884100000,894240000,594480000,1555000000,468910000,Protein lunapark
O75431,MTX2,1110900000,326200000,654270000,569660000,336420000,1259300000,809920000,684300000,569510000,1361500000,1213000000,Metaxin-2
Q9P2B2,PTGFRN,226070000,543000000,329170000,1097550000,1088400000,1261000000,980670000,1725700000,364990000,788960000,176990000,Prostaglandin F2 receptor negative regulator
Q14847,LASP1,5514100000,14313000000,9718400000,9287600000,14032500000,1265400000,5207400000,7764100000,4420900000,4056700000,19780000000,LIM and SH3 domain protein 1
Q9NY12-2,GAR1,1251800000,211715000,357450000,353405000,254230000,1267200000,1312200000,704670000,650340000,1176500000,1848000000,H/ACA ribonucleoprotein complex subunit 1
P02549,SPTA1,805540000,11506900000,762080000,3982350000,15686500000,1270900000,447250000,795960000,1407800000,558550000,594910000,"Spectrin alpha chain, erythrocytic 1"
P35241,RDX,2327300000,2218200000,3270900000,4954200000,2155700000,1271600000,1191500000,3772700000,1643100000,2224000000,4138800000,Radixin
Q9GZT3-2,SLIRP,4220300000,273550000,800040000,968515000,281570000,1272600000,971250000,1763800000,788530000,2325400000,2327700000,"SRA stem-loop-interacting RNA-binding protein, mitochondrial"
A0A0C4DGQ8,DHRS7B,588960000,119125000,305430000,383145000,93360500,1273100000,1292700000,123670000,679110000,377050000,68490000,Dehydrogenase/reductase SDR family member 7B
O43488,AKR7A2,1481900000,1706850000,1850100000,2940150000,1937150000,1274600000,876490000,1697800000,971520000,519140000,1192500000,Aflatoxin B1 aldehyde reductase member 2
P07108,DBI,2978200000,1830700000,2723600000,7372900000,2350900000,1274900000,512290000,1763300000,1196000000,323420000,1448700000,Acyl-CoA-binding protein
Q9UKE5-4,TNIK,490500000,545020000,1555600000,325290000,205925000,1275500000,791980000,276470000,474710000,601090000,587610000,TRAF2 and NCK-interacting protein kinase
Q9Y6K0,CEPT1,621500000,126800000,208870000,258585000,135340000,1277300000,703280000,155900000,416700000,796470000,321940000,Choline/ethanolaminephosphotransferase 1
P49589-3,CARS,2429100000,2593200000,3467200000,3044150000,2481200000,1277700000,4170100000,6255900000,2010800000,2464500000,12637000000,"Cysteine--tRNA ligase, cytoplasmic"
Q8NB49-3,ATP11C,228690000,164600000,399220000,438895000,185680000,1281000000,1075900000,521050000,656490000,1018800000,449380000,Phospholipid-transporting ATPase IG
A0A087WZN1,IDH3B,1586400000,455265000,1014000000,846530000,640985000,1281500000,710650000,769620000,2114600000,882210000,1570100000,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial"
O75970-3,MPDZ,155980000,63038500,577190000,1334700000,98936500,1281900000,914650000,855740000,180940000,634370000,1057300000,Multiple PDZ domain protein
Q8N3V7-2,SYNPO,284870000,6055800000,1084400000,1962850000,4644700000,1284200000,670630000,1099400000,94294000,1921600000,2029200000,Synaptopodin
Q15388,TOMM20,1600500000,96751500,1261600000,185260000,160695000,1284500000,461440000,368290000,77796000,2232500000,512890000,Mitochondrial import receptor subunit TOM20 homolog
O14980,XPO1,7575000000,2100400000,14308000000,2492250000,1904950000,1287000000,2125400000,5692800000,3720200000,2517300000,8190400000,Exportin-1
P18583-5,SON,2129300000,329420000,2136400000,929675000,380635000,1293200000,1300300000,1455400000,1354800000,3224000000,1598600000,Protein SON
P0C7P0,CISD3,238570000,136520000,144780000,466555000,275575000,1294000000,149550000,98227000,821550000,296390000,170450000,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial"
Q9BXP5-2,SRRT,5184600000,761535000,4087200000,1878900000,701785000,1295000000,1839800000,3346800000,3293900000,3311800000,4937800000,Serrate RNA effector molecule homolog
P14735,IDE,3728500000,862920000,1389500000,2118600000,912850000,1295500000,1408500000,3619000000,1565400000,1644000000,1925200000,Insulin-degrading enzyme
Q16853,AOC3,443290000,47736000000,1087600000,5372300000,35233500000,1295700000,616630000,510990000,1140400000,215740000,399370000,Membrane primary amine oxidase
Q32P41,TRMT5,5675000000,19251500000,2907700000,7326900000,15773500000,1296300000,1130800000,832800000,1066800000,1358400000,18699000000,tRNA (guanine(37)-N1)-methyltransferase
O95140,MFN2,859670000,577070000,537970000,609580000,576830000,1296800000,638950000,491170000,846040000,1138200000,798380000,Mitofusin-2
O14874,BCKDK,489570000,145590000,220910000,1189600000,160170000,1298800000,296880000,483040000,484720000,283370000,181270000,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial"
Q5JTV8-3,TOR1AIP1,2710800000,1128200000,2870900000,1633150000,1382400000,1300100000,3775800000,2677800000,4253100000,3123700000,3018600000,Torsin-1A-interacting protein 1
Q7Z2K6,ERMP1,3005900000,377850000,653540000,802405000,316145000,1300400000,704410000,831340000,697650000,1723700000,230050000,Endoplasmic reticulum metallopeptidase 1
P55899,FCGRT,286580000,200815000,181300000,482880000,303455000,1301400000,342790000,508390000,1092200000,188140000,503070000,IgG receptor FcRn large subunit p51
O95182,NDUFA7,626850000,278630000,207560000,910890000,525230000,1305500000,406070000,653590000,388120000,1052900000,797410000,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
P11766,ADH5,11064000000,7382400000,4598600000,15617500000,10211500000,1305600000,2071800000,4944800000,1940000000,952530000,3521200000,Alcohol dehydrogenase class-3
P56937-3,HSD17B7,361810000,271750000,104870000,249270000,78558000,1305900000,179400000,153370000,248360000,372040000,215690000,3-keto-steroid reductase
A0A024R571,EHD1,2221600000,7967650000,5917500000,3038550000,9136850000,1306300000,4683600000,3761600000,7443400000,2527900000,7297800000,EH domain-containing protein 1
P25685,DNAJB1,3626700000,676370000,2968800000,1318650000,1069240000,1312000000,1074700000,882360000,1044200000,998200000,2006200000,DnaJ homolog subfamily B member 1
O43681,ASNA1,1001100000,545565000,1289000000,747600000,743435000,1313600000,1499700000,1468600000,1754300000,2358600000,834600000,ATPase ASNA1
P61981,YWHAG,5887500000,5651900000,11295000000,5475700000,7534350000,1314900000,5050400000,9929600000,6874400000,2671200000,8154800000,14-3-3 protein gamma
A0A0A0MTH3,ILK,656460000,13369500000,2407000000,3129350000,13274500000,1320600000,3000300000,7557700000,2576900000,2268000000,1934100000,Integrin-linked protein kinase
P00156,MT-CYB,370870000,86173500,204960000,235265000,156505000,1321600000,105270000,127630000,521120000,143695000,194510000,Cytochrome b
O60306,AQR,4173300000,202735000,2395300000,459640000,238045000,1323800000,1241300000,1367000000,1942200000,2434900000,2423000000,Intron-binding protein aquarius
O75153,CLUH,2499400000,454530000,1362800000,2162700000,662605000,1327200000,646370000,535730000,510870000,672330000,1521700000,Clustered mitochondria protein homolog
G5E9W7,MRPS22,1859300000,229050000,836740000,579700000,300900000,1328600000,862590000,1190100000,588450000,2095900000,1744400000,"28S ribosomal protein S22, mitochondrial"
P56181-2,NDUFV3,978520000,818805000,651270000,1039760000,1200550000,1334200000,1512400000,880760000,1244600000,2480900000,1413900000,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial"
P14174,MIF,3175400000,2070150000,4341600000,3032800000,4176000000,1334500000,455590000,3016500000,593420000,306490000,2992000000,Macrophage migration inhibitory factor
Q6ZWL3-2,CYP4V2,34400000,103020000,76309000,675390000,66098500,1334800000,49628000,64626000,105640000,88414000,28721000,Cytochrome P450 4V2
Q9H0A0,NAT10,4177100000,564465000,1612800000,804095000,429300000,1338200000,1898500000,2134600000,1170700000,3625800000,3345000000,N-acetyltransferase 10
Q9H0T7,RAB17,88964000,215270000,40104000,147790000,161765000,1339500000,146840000,54344000,180290000,87816000,81521000,Ras-related protein Rab-17
Q15717,ELAVL1,4191600000,857930000,5102100000,1402950000,888555000,1339800000,3627100000,2677000000,2170500000,5758300000,3050900000,ELAV-like protein 1
O60568,PLOD3,2044900000,382880000,2670700000,674085000,454355000,1340300000,5183700000,2795200000,1482400000,7734200000,2497900000,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"
Q9UFN0,NIPSNAP3A,204700000,642965000,633200000,945125000,669300000,1340600000,977500000,429900000,1491800000,506020000,523870000,Protein NipSnap homolog 3A
O60493,SNX3,468810000,967105000,1674000000,1396300000,1242350000,1340900000,1271100000,1446400000,1387200000,1078400000,945980000,Sorting nexin-3
O75821,EIF3G,5016100000,922460000,2755400000,2222400000,818735000,1341500000,2457000000,2913700000,1493300000,2440100000,3327100000,Eukaryotic translation initiation factor 3 subunit G
P51665,PSMD7,3007300000,1203600000,4393200000,1998650000,1286200000,1344000000,2909800000,4154900000,1509100000,2490700000,5344000000,26S proteasome non-ATPase regulatory subunit 7
P61006,RAB8A,1315800000,620845000,1174900000,1215750000,623160000,1344900000,1504100000,1500900000,2863800000,1279100000,1024300000,Ras-related protein Rab-8A
Q6PGP7,TTC37,1716900000,1117300000,1692700000,1573400000,1213500000,1345200000,2612300000,2315200000,1296500000,2010500000,2801000000,Tetratricopeptide repeat protein 37
Q9H488,POFUT1,1135000000,288185000,1399300000,945565000,278855000,1346100000,919220000,715320000,914550000,840390000,470030000,GDP-fucose protein O-fucosyltransferase 1
O14617-5,AP3D1,2189000000,907705000,2164500000,1155100000,845080000,1347500000,2474300000,3050600000,1596100000,2368800000,2407800000,AP-3 complex subunit delta-1
Q96CN7,ISOC1,1629900000,320060000,878440000,3082650000,811460000,1348600000,260260000,628270000,1147700000,112250000,548530000,Isochorismatase domain-containing protein 1
C9J1X0,WDR91,655200000,560480000,337810000,1119000000,601710000,1350400000,424040000,341120000,965830000,561390000,227870000,WD repeat-containing protein 91
P78347-2,GTF2I,5181300000,575885000,5469700000,1434900000,742075000,1350800000,1533800000,2058500000,1426600000,3626000000,2650800000,General transcription factor II-I
P84085,ARF5,2586500000,614335000,3257900000,2232650000,733450000,1351400000,1234200000,2412900000,2560600000,581800000,1869900000,ADP-ribosylation factor 5
P37837,TALDO1,9993300000,2484250000,7497600000,9031700000,2865250000,1352200000,1692900000,22275000000,16199000000,2486600000,8412800000,Transaldolase
Q8N5Z0,AADAT,117280000,143065000,70313000,1796650000,184965000,1356200000,40420000,66896000,421690000,72362000,72780000,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial"
Q96AQ6,PBXIP1,1197700000,1248400000,905340000,849465000,1877400000,1358800000,2750500000,1565700000,614450000,2033200000,548480000,Pre-B-cell leukemia transcription factor-interacting protein 1
P24928,POLR2A,3236000000,556915000,2362500000,1257850000,492630000,1360200000,1219600000,2167200000,2866600000,3680600000,2352800000,DNA-directed RNA polymerase II subunit RPB1
