MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
22169,129607,Cmpk2,1200004E04Rik|TDK|TDKI|Tyk|Tyki,"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial",MitoCarta3.0,"literature, targetP signal+, Rickettsial homolog, MS/MS",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,8.03,0.031,1,"literature, targetP signal+, Rickettsial homolog, MS/MS",ENSMUSG00000020638,Q3U5Q7,447,1,NA,1,,NoMitoHomolog,Homolog,25-50ambig,chr12,26469214,26479837,2,11,12,7.89E+07,35,"spinalcord, smallintestine",,,,7.8,,,,,,7.2,,,,,Mitochondria (Approved)
235582,132158,Glyctk,6230410P16Rik|C430006L12,glycerate kinase,MitoCarta3.0,"targetP signal, coexpression, MS/MS+",Matrix,Metabolism > Carbohydrate metabolism,Tpossible_mito,8.0069,0.031,1,"targetP signal, coexpression, MS/MS+",ENSMUSG00000020258,Q8QZY2,523,3,NA,12,,NoMitoHomolog,NoHomolog,25-50pure,chr9,106152859,106158138,3,13,32,2.48E+09,36,"kidney, liver, placenta",,,,,9.3,8.6,,,,,,,7.5,,Cytosol (Approved)
71989,84881,Rpusd4,2410001E19Rik,RNA pseudouridylate synthase domain containing 4,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications | Mitochondrial central dogma > mtRNA metabolism > mt-rRNA modifications,Tmito,8.0019,0.031,1,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000032044,Q9CWX4,377,2,SharedDomain,6,,NoMitoHomolog,Homolog,0-25ambig,chr9,35267880,35275957,1,3,3,2.34E+07,7,placenta,,,,,,,,,,,,,7.4,,Nucleoplasm (Approved)
66278,389203,Smim20,1110067B18Rik|1810013D10Rik|MITRAC7|N28078,small integral membrane protein 20,MitoCarta3.0,"literature,targetP signal, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tnon_mito,7.9681,0.031,1,"targetP signal, coexpression, MS/MS",ENSMUSG00000061461,D3Z7Q2,69,3,NA,23,,NoMitoHomolog,NoHomolog,50-75ambig,chr5,53267105,53278540,11,7,36,4.89E+08,51,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, placenta, testis",7.7,7.7,7.8,7.4,7.8,7.1,7.9,,6.9,7.4,,,7.6,7.9,Cytosol;Nucleoplasm (Approved)
69821,130916,Mterf4,1810059A23Rik|4933412H03Rik|Mterfd|Mterfd2,mitochondrial transcription termination factor 4,MitoCarta3.0,"APEX_matrix, targetP signal, mito protein domain+, coexpression",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome assembly,Tmito,7.9655,0.032,1,"APEX_matrix, targetP signal, mito protein domain+, coexpression",ENSMUSG00000026273,Q8BVN4,346,3,MitoDomain,10,0.37,NoMitoHomolog,NoHomolog,,chr1,93299210,93305870,,,,,,,,,,,,,,,,,,,,,Cytosol;Mitochondria (Supported)
72960,116447,Top1mt,2900052H09Rik,"DNA topoisomerase 1, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtDNA maintenance > mtDNA replication | Mitochondrial central dogma > mtRNA metabolism > Transcription,Tmito,7.9172,0.032,1,"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression",ENSMUSG00000000934,Q8R4U6,593,1,SharedDomain,29,-0.62,NoMitoHomolog,NoHomolog,,chr15,75657032,75678790,,,,,,,,,,,,,,,,,,,,,Mitochondria (Supported)
11847,384,Arg2,AII|AU022422,arginase type II,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS",Matrix,Metabolism > Amino acid metabolism,Tmito,7.8651,0.032,1,"literature, APEX_matrix, targetP signal+, mito protein domain, MS/MS",ENSMUSG00000021125,O08691,354,1,SharedDomain,1,,NoMitoHomolog,NoHomolog,50-75ambig,chr12,79130787,79156301,5,19,299,4.04E+10,73,"kidney, adipose, smallintestine, largeintestine, placenta",,,,,8.1,,,,6.8,10.6,8.8,,8.6,,Mitochondria (Supported)
217057,51651,Ptrh2,A230072I16Rik|Bit|Bit1|CGI-147|PTH 2,peptidyl-tRNA hydrolase 2,MitoCarta3.0,"literature, yeast mito homolog, mito protein domain, MS/MS++",MOM,0,Tmito,7.8602,0.031,1,"literature, yeast mito homolog, mito protein domain, MS/MS++",ENSMUSG00000072582,Q8R2Y8,182,,SharedDomain,4,,HomologMitoHighConf,NoHomolog,50-75pure,chr11,86683982,86692457,14,12,206,6.11E+09,72,all 14,8.6,8.4,8.7,8.3,8.8,8.7,8.1,8.2,8.6,7.5,8.9,8.5,9,9,Mitochondria (Supported)
73919,57149,Lyrm1,1110065L10Rik|2310004B22Rik|4930404J24Rik,LYR motif containing 1,MitoCarta3.0,"GFP, yeast mito homolog, mito protein domain+, MS/MS",unknown,0,Tmito,7.834,0.031,1,"GFP, yeast mito homolog, mito protein domain+, MS/MS",ENSMUSG00000030922,Q9CQB7,122,5,MitoDomain,2,,HomologMitoLowConf,NoHomolog,25-50ambig,chr7,119895860,119916756,2,5,12,9.47E+07,34,"brainstem, testis",,,7.2,,,,,,,,,,,7.9,Nucleoplasm (Supported)
224805,57505,Aars2,Aarsl|AlaRS|Gm89,"alanyl-tRNA synthetase 2, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,7.8122,0.031,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, MS/MS",ENSMUSG00000023938,Q14CH7,980,3,SharedDomain,3,,HomologMitoLowConf,Homolog,25-50ambig,chr17,45506840,45520843,13,35,192,1.40E+09,44,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.3,8.2,8,6.7,8.1,7.5,,7.7,7.6,6.6,8.6,7.7,7.3,8.4,Mitochondria (Enhanced)
14081,2180,Acsl1,Ac|Acas|Acas1|Acs|FACS|Fac|Facl2|LACS 1|LACS1,acyl-CoA synthetase long-chain family member 1,MitoCarta3.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",MOM,Metabolism > Lipid metabolism > Fatty acid oxidation,Tpossible_mito,7.8117,0.031,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000018796,P41216,699,,SharedDomain,22,,HomologMitoLowConf,Homolog,50-75crude,chr8,46471041,46536050,14,58,1442,9.41E+10,75,all 14,8.6,8.4,8.6,8.6,9.6,10.4,10.2,10.2,10.4,8.3,8.3,9.7,7.5,7.9,Nucleoplasm (Supported)
66114,84277,Dnajc30,1300007M11Rik|Wbscr|Wbscr18,DnaJ heat shock protein family (Hsp40) member C30,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS",MIM,0,Tmito,7.7238,0.031,1,"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS",ENSMUSG00000061118,P59041,219,2,SharedDomain,NA,,NoMitoHomolog,Homolog,25-50ambig,chr5,135064205,135065365,9,6,36,1.97E+08,35,"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, largeintestine, stomach",7.5,7.6,7.7,6.5,,,6.8,7,7.3,,7.5,6.7,,,
192289,55217,Tmlhe,Bbox|Bbox2|D430017M14Rik|TML|TMLD|TMLH,"trimethyllysine hydroxylase, epsilon",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS",Matrix,Metabolism > Metals and cofactors > Carnitine synthesis and transport,Tmito,7.7226,0.031,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, mito protein domain, MS/MS",ENSMUSG00000079834,Q91ZE0,421,2,SharedDomain,NA,,HomologMitoLowConf,NoHomolog,50-75ambig,,,,7,20,116,2.45E+09,52,"kidney, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,,8.2,,,,8.6,9,8.3,8.7,7.9,7.6,Mitochondria (Supported)
12028,581,Bax,-,BCL2-associated X protein,MitoCarta3.0,"literature, mito protein domain, coexpression, MS/MS++",MOM,Mitochondrial dynamics and surveillance > Apoptosis,Tmito,7.652,0.031,1,"literature, mito protein domain, coexpression, MS/MS++",ENSMUSG00000003873,Q07813,192,,SharedDomain,6,-0.41,NoMitoHomolog,NoHomolog,50-75pure,chr7,45461694,45466898,7,9,40,5.44E+08,55,"cerebrum, cerebellum, brainstem, adipose, largeintestine, placenta, testis",7.1,6.8,7,,,,,,7.5,,8.5,,7.9,7.9,
226527,,Cryzl2,-,crystallin zeta like 2,MitoCarta3.0,"targetP signal, mito protein domain, MS/MS++",Matrix,0,Tnon_mito,7.6202,0.031,1,"targetP signal, mito protein domain, MS/MS++",ENSMUSG00000033488,Q3UNZ8,350,3,SharedDomain,2,,NoMitoHomolog,NoHomolog,50-75pure,chr1,157458581,157488733,11,17,291,2.10E+10,71,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, stomach, placenta, testis",8,7.8,9,8.8,10.2,8.9,,,8.9,,8.1,7.4,8.7,8.9,
74006,10059,Dnm1l,6330417M19Rik|AI450666|Dlp1|Dnm|Dnmlp1|Dr|Drp1|pyt|python,dynamin 1-like,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain, induction",MOM,Mitochondrial dynamics and surveillance > Fission,Tmito,7.5998,0.032,1,"literature, yeast mito homolog+, mito protein domain, induction",ENSMUSG00000022789,Q8K1M6,716,,SharedDomain,1,0.88,OrthologMitoLowConf,NoHomolog,50-75crude,chr16,16312227,16359031,4,29,84,9.36E+08,52,"cerebrum, cerebellum, brainstem, spinalcord",7.3,8.1,8.7,8.5,,,,,,,,,,,Cytosol (Enhanced)
19301,5827,Pxmp2,22kD|22kDa|PMP|PMP22,peroxisomal membrane protein 2,MitoCarta3.0,"GFP, yeast mito homolog+, mito protein domain, induction",MIM,0,Tmito,7.5998,0.032,1,"GFP, yeast mito homolog+, mito protein domain, induction",ENSMUSG00000029499,P42925,193,,SharedDomain,4,0.64,OrthologMitoLowConf,NoHomolog,50-75crude,chr5,110274285,110286168,13,14,113,5.60E+09,66,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis",5.8,6.8,6.4,6.9,9.3,9.5,7.4,7,8.4,7.1,6.9,,6.9,7.5,
66359,116228,Cox20,2310005N03Rik|Fam3|Fam36a,cytochrome c oxidase assembly protein 20,MitoCarta3.0,"literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,7.5671,0.032,1,"literature, APEX_IMS, GFP, yeast mito homolog++, MS/MS",ENSMUSG00000026500,Q9D7J4,117,,NA,NA,,OrthologMitoHighConf,NoHomolog,50-75ambig,chr1,178319152,178322693,14,6,203,3.79E+09,56,all 14,8.4,8.3,8.5,8.1,8.5,8.4,8.3,7.7,8.1,8.4,8.8,8.6,8.6,8.4,Mitochondria (Enhanced)
66343,80775,Tmem177,2300008B03Rik,transmembrane protein 177,MitoCarta3.0,"targetP signal, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tnon_mito,7.5042,0.032,1,"targetP signal, coexpression, MS/MS",ENSMUSG00000036975,Q8BPE4,311,2,NA,19,,NoMitoHomolog,NoHomolog,25-50ambig,chr1,119907898,119913168,5,8,16,2.82E+08,31,"cerebrum, adipose, stomach, placenta, testis",7.5,,,,,,,,7.8,,,6.9,7.4,8.2,Nucleoli fibrillar center;Nucleoplasm (Approved)
57813,7084,Tk2,AU024611|mt-TK,"thymidine kinase 2, mitochondrial",MitoCarta3.0,"literature, targetP signal+, mito protein domain, MS/MS",Matrix,Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,7.4652,0.033,1,"literature, targetP signal+, mito protein domain, MS/MS",ENSMUSG00000035824,Q8BN51,270,1,SharedDomain,1,-0.22,NoMitoHomolog,NoHomolog,25-50ambig,chr8,104226690,104248558,4,5,16,3.29E+08,27,"cerebrum, cerebellum, brainstem, adipose",8.2,7.8,7.9,,,,,,7.4,,,,,,
72018,139341,Fundc1,1500005J14Rik|1810033P05Rik,FUN14 domain containing 1,MitoCarta3.0,"yeast mito homolog, mito protein domain+, MS/MS",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,Tpossible_mito,7.4516,0.033,1,"yeast mito homolog, mito protein domain+, MS/MS",ENSMUSG00000025040,Q9DB70,155,,MitoDomain,3,,HomologMitoHighConf,NoHomolog,0-25pure,chrX,17556568,17572297,10,3,71,1.40E+09,23,"cerebrum, cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, testis",8.4,8.4,8.6,8.1,7.9,,,7.5,8,,8,7.5,,7.6,
74451,9489,Pgs1,2610019F11Rik|4933424M23Rik|SAF,phosphatidylglycerophosphate synthase 1,MitoCarta3.0,"targetP signal, yeast mito homolog++",MIM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,Tpossible_mito,7.4135,0.033,1,"targetP signal, yeast mito homolog++",ENSMUSG00000017715,Q8BHF7,553,3,NA,0,,OrthologMitoHighConf,NoHomolog,0-25ambig,chr11,117986856,118024011,3,8,10,2.30E+08,15,"cerebrum, spinalcord, placenta",8.2,,,7.3,,,,,,,,,7.7,,Cell Junctions;Intermediate filaments;Vesicles (Approved)
14104,2194,Fasn,A630082H08Rik|F|FAS,fatty acid synthase,MitoCarta3.0,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",IMS,Metabolism > Lipid metabolism,Tpossible_mito,7.3877,0.033,1,"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression",ENSMUSG00000025153,P19096,2504,,SharedDomain,11,-0.59,HomologMitoLowConf,Homolog,50-75crude,chr11,120805957,120824547,11,136,455,5.35E+09,67,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, stomach, placenta, testis",7.5,8,9,7.5,,8,,7.2,9.4,6.6,,6.3,8,9.2,Cytosol;Plasma membrane (Enhanced)
12409,,Cbr2,ML|MLCR,carbonyl reductase 2,MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS+",Matrix,Metabolism,Tpossible_mito,7.3869,0.033,1,"targetP signal, Rickettsial homolog, mito protein domain, MS/MS+",ENSMUSG00000025150,P08074,244,4,SharedDomain,0,,NoMitoHomolog,Homolog,75-100ambig,chr11,120729484,120732021,12,24,374,1.38E+10,94,"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.8,7.8,7.4,,,8,8.4,9.9,7.6,9,8.3,9.3,9.1,
212862,56994,Chpt1,-,choline phosphotransferase 1,MitoCarta3.0,"targetP signal, mito protein domain, induction, coexpression+",MIM,Metabolism > Lipid metabolism > Phospholipid metabolism,Tnon_mito,7.3587,0.033,1,"targetP signal, mito protein domain, induction, coexpression+",ENSMUSG00000060002,Q8C025,406,4,SharedDomain,31,0.82,NoMitoHomolog,NoHomolog,,chr10,88472812,88503970,,,,,,,,,,,,,,,,,,,,,Vesicles (Supported)
11951,516,Atp5g1,Atp5mc1,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)",MitoCarta3.0,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,7.2525,0.034,1,"literature, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain",ENSMUSG00000006057,Q9CR84,136,3,SharedDomain,NA,,OrthologMitoLowConf,Homolog,,chr11,96072792,96075694,,,,,,,,,,,,,,,,,,,,,
67017,116151,Fam210b,2010011I20Rik|AI430961|AV108736,"family with sequence similarity 210, member B",MitoCarta3.0,"targetP signal, yeast mito homolog, coexpression, MS/MS",MIM,Metabolism > Metals and cofactors > Iron homeostasis,Tnon_mito,7.2223,0.034,1,"targetP signal, yeast mito homolog, coexpression, MS/MS",ENSMUSG00000027495,Q9D8B6,190,4,NA,8,,HomologMitoHighConf,NoHomolog,25-50ambig,chr2,172345576,172355749,11,8,122,1.52E+09,33,"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.6,7.3,6.9,,8.4,,,7.6,7.8,7.8,7.5,8.6,8.7,Cytosol;Plasma membrane (Approved)
94279,118980,Sfxn2,C79732|F630107H02Rik,sideroflexin 2,MitoCarta3.0,"yeast mito homolog, mito protein domain+, coexpression",MIM,Small molecule transport > Sideroflexins,Tpossible_mito,7.1957,0.034,1,"yeast mito homolog, mito protein domain+, coexpression",ENSMUSG00000025036,Q925N2,322,,MitoDomain,8,,HomologMitoLowConf,NoHomolog,50-75crude,chr19,46573364,46596900,7,18,79,1.07E+09,60,"kidney, liver, adipose, largeintestine, stomach, placenta, testis",,,,,8.2,8.6,,,8,,7.6,8,7.9,8.2,Mitochondria (Approved)
109129,27249,Mmadhc,2010311D03Rik|AI314967|CblD,"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria",MitoCarta3.0,"APEX_matrix, targetP signal, induction, coexpression",Matrix,Metabolism > Vitamin metabolism > Vitamin B12 metabolism,Tmito,7.1947,0.034,1,"APEX_matrix, targetP signal, induction, coexpression",ENSMUSG00000026766,Q99LS1,296,2,NA,20,0.64,NoMitoHomolog,NoHomolog,,chr2,50279880,50296677,,,,,,,,,,,,,,,,,,,,,
18416,5009,Otc,AI265390|Sf|spf,ornithine transcarbamylase,MitoCarta3.0,"literature, targetP signal, mito protein domain, MS/MS+",Matrix,Metabolism > Amino acid metabolism > Urea cycle,Tmito,7.1589,0.034,1,"literature, targetP signal, mito protein domain, MS/MS+",ENSMUSG00000031173,P11725,354,2,SharedDomain,4,,NoMitoHomolog,NoHomolog,75-100ambig,chrX,10252358,10321024,10,34,911,1.29E+11,89,"cerebellum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta",,8,,7.5,9.8,10.9,,9.3,7.8,10.4,9.7,9.1,8.4,,Mitochondria (Supported)
50493,7296,Txnrd1,T|TR|TR1|Trx|TrxR1,thioredoxin reductase 1,MitoCarta3.0,"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",unknown,Metabolism > Detoxification > ROS and glutathione metabolism | Metabolism > Detoxification > Selenoproteins,Tmito,7.096,0.034,1,"GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000020250,Q9JMH6,613,,SharedDomain,5,,HomologMitoLowConf,Homolog,25-50ambig,chr10,82833950,82897724,4,14,30,4.55E+08,36,"skeletalmuscle, smallintestine, placenta, testis",,,,,,,,7.2,,8.5,,,7.6,7.8,Nucleoplasm (Supported)
11844,381,Arf5,-,ADP-ribosylation factor 5,MitoCarta3.0,"targetP signal, mito protein domain, coexpression, MS/MS",unknown,0,Tnon_mito,7.0631,0.035,1,"targetP signal, mito protein domain, coexpression, MS/MS",ENSMUSG00000020440,P84084,180,3,SharedDomain,7,,NoMitoHomolog,NoHomolog,50-75ambig,chr6,28423639,28426499,12,15,149,5.23E+09,73,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.9,8.8,9.3,8.8,,7.4,,6.9,7.7,8.4,8,7.4,8.5,8.6,
14287,2356,Fpgs,AA408187,folylpolyglutamyl synthetase,MitoCarta3.0,"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog",Matrix,Metabolism > Vitamin metabolism > Folate and 1-C metabolism,Tmito,6.9954,0.037,1,"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog",ENSMUSG00000009566,P48760,587,2,NA,4,,HomologMitoHighConf,Ortholog,,chr2,32682608,32694175,,,,,,,,,,,,,,,,,,,,,
52575,54931,Trmt10c,1300018J16Rik|D16Ertd454|D16Ertd454e|Rg9mtd|Rg9mtd1|Rnmtd1,"tRNA methyltransferase 10C, mitochondrial RNase P subunit",MitoCarta3.0,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > Polycistronic mtRNA processing | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications,Tmito,6.9952,0.037,1,"literature, APEX_matrix, GFP, targetP signal+, mito protein domain, coexpression",ENSMUSG00000044763,Q3UFY8,414,1,SharedDomain,7,,NoMitoHomolog,NoHomolog,0-25ambig,chr16,56033719,56037774,2,4,4,1.74E+07,8,"largeintestine, placenta",,,,,,,,,,,5.6,,7.2,,Mitochondria (Supported)
74088,,Them7,0610012H03Rik,thioesterase superfamily member 7,MitoCarta3.0,"targetP signal, mito protein domain, MS/MS+",Matrix,0,Tnon_mito,6.989,0.037,1,"targetP signal, mito protein domain, MS/MS+",ENSMUSG00000055312,Q9DCP4,223,2,SharedDomain,3,,NoMitoHomolog,NoHomolog,25-50pure,chr2,105224341,105379860,1,5,11,1.50E+09,35,kidney,,,,,9.2,,,,,,,,,,
212442,51110,Lactb2,Cgi-8|Cgi-83|E430032H21Rik,"lactamase, beta 2",MitoCarta3.0,"mito protein domain, induction, MS/MS+",Matrix,Mitochondrial central dogma > mtRNA metabolism > mtRNA stability and decay,Tpossible_mito,6.9782,0.038,1,"mito protein domain, induction, MS/MS+",ENSMUSG00000025937,Q99KR3,288,5,SharedDomain,NA,1.2,NoMitoHomolog,NoHomolog,25-50pure,chr1,13625899,13660509,4,15,80,8.96E+09,43,"kidney, liver, largeintestine, stomach",,,,,9.9,8.8,,,,,7.8,7.4,,,Cytosol (Supported)
228715,,Smim26,Gm561,small integral membrane protein 26,MitoCarta3.0,"induction, coexpression, MS/MS",Membrane,0,Tnon_mito,6.9383,0.038,1,"induction, coexpression, MS/MS",ENSMUSG00000074754,Q3V460,107,,NA,19,1.5,NoMitoHomolog,NoHomolog,25-50ambig,chr2,144594064,144595365,9,5,35,5.83E+08,43,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, placenta, testis",7.9,7.6,8,7.5,8.4,7.3,7,,,,,,7.6,7.5,
72542,192111,Pgam5,2610528A17Rik,phosphoglycerate mutase family member 5,MitoCarta3.0,"APEX_IMS, mito protein domain, coexpression, MS/MS++",MOM,Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy,Tmito,6.9039,0.038,1,"APEX_IMS, mito protein domain, coexpression, MS/MS++",ENSMUSG00000029500,Q8BX10,288,,SharedDomain,6,,NoMitoHomolog,NoHomolog,50-75pure,chr5,110259134,110269899,9,20,134,5.67E+09,70,"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, largeintestine, placenta, testis",8.6,8.3,8,8,,,,6.9,8.5,,7.8,,9.4,9.3,Mitochondria (Supported)
66461,114971,Ptpmt1,1110001D10Rik|2810004N20Rik|PLIP,"protein tyrosine phosphatase, mitochondrial 1",MitoCarta3.0,"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++",MIM,Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism,Tmito,6.9039,0.038,1,"literature, APEX_matrix, mito protein domain, coexpression, MS/MS++",ENSMUSG00000063235|ENSMUSG00000110860,Q66GT5,261,,SharedDomain,8,,NoMitoHomolog,NoHomolog,50-75pure,chr2,90910712,90918050,14,17,294,6.40E+09,64,all 14,8.9,8.7,9.1,8.6,8.6,8.6,7.3,8,8.6,8.6,8.9,8.2,8.6,8.7,Mitochondria (Supported)
15199,50865,Hebp1,Hebp|p22HBP,heme binding protein 1,MitoCarta3.0,"APEX_IMS, mito protein domain, coexpression, MS/MS++",IMS,0,Tmito,6.9039,0.038,1,"APEX_IMS, mito protein domain, coexpression, MS/MS++",ENSMUSG00000042770,Q9R257,190,,SharedDomain,7,,NoMitoHomolog,NoHomolog,50-75pure,chr6,135137518,135168215,5,11,70,2.02E+09,73,"cerebrum, cerebellum, liver, adipose, placenta",8.4,7.7,,,,8.2,,,9.2,,,,8.1,,Vesicles (Approved)
11666,215,Abcd1,A|ALDP|Ald|Aldgh,"ATP-binding cassette, sub-family D (ALD), member 1",MitoCarta3.0,"targetP signal, Rickettsial homolog, mito protein domain, induction",Membrane,Small molecule transport > ABC transporters,Tpossible_mito,6.898,0.038,1,"targetP signal, Rickettsial homolog, mito protein domain, induction",ENSMUSG00000031378,P48410,736,3,SharedDomain,1,0.65,NoMitoHomolog,Homolog,0-25ambig,chrX,73716596,73738287,1,3,4,7.10E+06,5,adipose,,,,,,,,,6.9,,,,,,
72552,83693,Hsdl1,2700067E09Rik,hydroxysteroid dehydrogenase like 1,MitoCarta3.0,"GFP, Rickettsial homolog, mito protein domain, MS/MS++",unknown,0,Tmito,6.8565,0.038,1,"GFP, Rickettsial homolog, mito protein domain, MS/MS++",ENSMUSG00000034189,Q8BTX9,330,,SharedDomain,2,,NoMitoHomolog,Homolog,50-75pure,chr8,119561977,119575200,10,21,146,3.57E+09,65,"cerebrum, cerebellum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.7,8.3,8.6,8.7,,,,,8,7.4,8.2,7.8,8.9,8.9,Mitochondria (Approved)
