Gene names,m1_1_LFQ,m2_1_LFQ,m3_1_LFQ,m4_1_LFQ,m5_1_LFQ,m1_2_LFQ,m2_2_LFQ,m3_2_LFQ,m4_2_LFQ,m5_2_LFQ,m1_3_LFQ,m2_3_LFQ,m3_3_LFQ,m4_3_LFQ,m5_3_LFQ,m1_4_LFQ,m2_4_LFQ,m3_4_LFQ,m4_4_LFQ,m5_4_LFQ,m1_5_LFQ,m2_5_LFQ,m3_5_LFQ,m4_5_LFQ,m5_5_LFQ,m1_6_LFQ,m2_6_LFQ,m3_6_LFQ,m4_6_LFQ,m5_6_LFQ,m1_7_LFQ,m2_7_LFQ,m3_7_LFQ,m4_7_LFQ,m5_7_LFQ,m1_8_LFQ,m2_8_LFQ,m3_8_LFQ,m4_8_LFQ,m5_8_LFQ,Q-value,Score,Sequence coverage [%],Razor + unique peptides,MS/MS Count,Razor + unique peptides m1_1,Razor + unique peptides m2_1,Razor + unique peptides m3_1,Razor + unique peptides m4_1,Razor + unique peptides m5_1,Razor + unique peptides m1_2,Razor + unique peptides m2_2,Razor + unique peptides m3_2,Razor + unique peptides m4_2,Razor + unique peptides m5_2,Razor + unique peptides m1_3,Razor + unique peptides m2_3,Razor + unique peptides m3_3,Razor + unique peptides m4_3,Razor + unique peptides m5_3,Razor + unique peptides m1_4,Razor + unique peptides m2_4,Razor + unique peptides m3_4,Razor + unique peptides m4_4,Razor + unique peptides m5_4,Razor + unique peptides m1_5,Razor + unique peptides m2_5,Razor + unique peptides m3_5,Razor + unique peptides m4_5,Razor + unique peptides m5_5,Razor + unique peptides m1_6,Razor + unique peptides m2_6,Razor + unique peptides m3_6,Razor + unique peptides m4_6,Razor + unique peptides m5_6,Razor + unique peptides m1_7,Razor + unique peptides m2_7,Razor + unique peptides m3_7,Razor + unique peptides m4_7,Razor + unique peptides m5_7,Razor + unique peptides m1_8,Razor + unique peptides m2_8,Razor + unique peptides m3_8,Razor + unique peptides m4_8,Razor + unique peptides m5_8,MS/MS Count m1_1,MS/MS Count m2_1,MS/MS Count m3_1,MS/MS Count m4_1,MS/MS Count m5_1,MS/MS Count m1_2,MS/MS Count m2_2,MS/MS Count m3_2,MS/MS Count m4_2,MS/MS Count m5_2,MS/MS Count m1_3,MS/MS Count m2_3,MS/MS Count m3_3,MS/MS Count m4_3,MS/MS Count m5_3,MS/MS Count m1_4,MS/MS Count m2_4,MS/MS Count m3_4,MS/MS Count m4_4,MS/MS Count m5_4,MS/MS Count m1_5,MS/MS Count m2_5,MS/MS Count m3_5,MS/MS Count m4_5,MS/MS Count m5_5,MS/MS Count m1_6,MS/MS Count m2_6,MS/MS Count m3_6,MS/MS Count m4_6,MS/MS Count m5_6,MS/MS Count m1_7,MS/MS Count m2_7,MS/MS Count m3_7,MS/MS Count m4_7,MS/MS Count m5_7,MS/MS Count m1_8,MS/MS Count m2_8,MS/MS Count m3_8,MS/MS Count m4_8,MS/MS Count m5_8,Protein IDs,Majority protein IDs,Protein names,Gene names,GOBP slim name,GOCC slim name,KEGG name,Fasta headers,,,,,,,,,,,,,,,,,,,,
2810021J22Rik,25.69083,25.97167,26.15619,18,25.4518,26.28928,18,25.87589,18,26.31443,25.75478,26.03597,25.38189,26.10282,26.59463,26.34391,26.30659,25.72772,26.10907,26.1378,26.77505,26.58678,25.92284,27.03842,26.35568,26.93742,26.75468,26.40284,26.84458,26.25958,26.46421,26.38088,26.03292,26.52703,26.04212,18,26.28109,18,26.18225,18,0,4.9077,3.7,2,38,1,1,1,0,1,2,0,2,0,2,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,2,0,2,0,2,0,1,1,1,0,0,2,0,2,0,2,2,2,1,2,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,2,2,1,1,0,2,0,2,0,Q8BIB6,Q8BIB6,,2810021J22Rik,biological regulation,cell part;intracellular,,>tr|Q8BIB6|Q8BIB6_MOUSE RIKEN cDNA 2810021J22 gene OS=Mus musculus GN=2810021J22Rik PE=2 SV=1,,,,,,,,,,,,,,,,,,,,
4931406C07Rik,31.64427,31.52057,31.85616,30.64427,31.13541,31.15098,31.54508,31.6121,31.2742,30.86798,30.68987,31.32801,31.68612,30.92181,30.79993,30.74679,30.91306,31.79316,30.88577,31.01724,29.77902,29.03928,30.67413,29.86651,30.45523,29.81123,29.92691,30.3912,30.047,30.14904,30.03026,30.13712,30.63157,29.96044,30.47141,29.85749,30.44815,30.9162,30.02723,30.39907,0,323.31,65.4,20,1609,19,19,19,15,18,17,16,18,17,18,16,18,18,19,16,14,16,18,16,19,12,8,13,12,12,11,14,15,12,13,11,14,17,13,15,14,16,14,13,15,63,57,58,38,50,45,41,58,43,48,43,57,57,53,44,32,42,56,47,47,25,10,40,22,31,22,31,37,30,33,25,36,49,29,44,19,51,31,30,35,Q91V76;A0A1L1SSF8;A0A1L1ST86,Q91V76;A0A1L1SSF8,Ester hydrolase C11orf54 homolog,4931406C07Rik,,cell part;intracellular membrane-bounded organelle;intracellular organelle;nucleus;organelle,,>sp|Q91V76|CK054_MOUSE Ester hydrolase C11orf54 homolog OS=Mus musculus PE=1 SV=1;>tr|A0A1L1SSF8|A0A1L1SSF8_MOUSE RIKEN cDNA 4931406C07 gene OS=Mus musculus GN=4931406C07Rik PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
9030617O03Rik,29.57384,29.48151,29.32195,29.55649,29.61581,29.52701,29.63641,29.46556,29.7006,29.60654,29.76964,29.40576,29.41173,29.71458,29.58312,29.88313,29.70955,29.45869,29.68087,29.78975,29.9709,30.06484,29.63466,29.88469,29.6505,29.7661,29.82683,29.44158,29.72073,29.72897,29.60574,29.59541,29.36263,29.774,29.56654,29.89144,29.42101,29.50716,29.7113,29.41716,0,102.09,49,27,1377,20,15,17,17,16,16,14,15,16,14,17,17,16,20,14,20,15,16,17,16,20,17,21,16,14,16,18,19,19,13,19,16,19,19,15,17,21,16,16,16,38,26,27,38,29,43,36,26,29,30,40,32,30,34,28,39,36,31,39,36,39,45,44,38,26,36,37,40,36,29,41,34,38,36,28,28,40,25,43,27,E9QMK9;Q8BH86;F7CUW7,E9QMK9;Q8BH86,"UPF0317 protein C14orf159 homolog, mitochondrial",9030617O03Rik,,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,">tr|E9QMK9|E9QMK9_MOUSE D-glutamate cyclase, mitochondrial OS=Mus musculus GN=Dglucy PE=1 SV=1;>sp|Q8BH86|GLUCM_MOUSE D-glutamate cyclase, mitochondrial OS=Mus musculus GN=Dglucy PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
9030624J02Rik,24.17744,18,24.91771,25.07969,18,24.24096,18,24.3652,18,24.0739,23.96658,23.57138,24.3291,18,18,18,23.89254,24.61639,23.76931,18,23.33661,18,18,18,18,23.98503,18,24.14965,18,18,18,24.80035,24.28595,23.67055,23.58394,18,24.93499,24.26098,23.36306,18,0.0031888,2.8341,6.2,5,10,1,1,2,1,0,1,0,1,0,2,2,2,2,0,0,0,1,3,1,0,1,0,0,0,0,1,0,2,0,0,0,2,3,1,2,0,2,1,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Q8BWQ6;D3YW20;I1E4X5;D3YW19;F6RR19,Q8BWQ6;D3YW20;I1E4X5;D3YW19,UPF0505 protein C16orf62 homolog,9030624J02Rik,,cell part,,>sp|Q8BWQ6|CP062_MOUSE UPF0505 protein C16orf62 homolog OS=Mus musculus PE=1 SV=2;>tr|D3YW20|D3YW20_MOUSE RIKEN cDNA 9030624J02 gene (Fragment) OS=Mus musculus GN=9030624J02Rik PE=1 SV=2;>tr|I1E4X5|I1E4X5_MOUSE RIKEN cDNA 9030624J02 gene OS=Mus musculus GN,,,,,,,,,,,,,,,,,,,,
9930111J21Rik2;9930111J21Rik1;Gm5431,24.02064,24.42842,24.58193,24.63373,24.2459,18,27.68204,24.70388,28.32719,23.9208,18,18,23.51051,23.34381,23.73934,18,23.86457,24.09619,18,23.7681,18,18,18,18,18,18,22.84004,18,18,18,27.16346,18,18,18,23.05451,24.66633,18,26.83894,18,18,0.0089982,2.0914,4.5,2,13,1,1,1,1,1,0,2,1,2,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,Q5SVP2;Q5SVP0;Q5NCB3;Q8CB10,Q5SVP2;Q5SVP0;Q5NCB3,,9930111J21Rik2;9930111J21Rik1;Gm5431,,cell part;membrane,,>tr|Q5SVP2|Q5SVP2_MOUSE RIKEN cDNA 9930111J21 gene 2 OS=Mus musculus GN=9930111J21Rik2 PE=1 SV=1;>tr|Q5SVP0|Q5SVP0_MOUSE RIKEN cDNA 9930111J21 gene 1 OS=Mus musculus GN=9930111J21Rik1 PE=1 SV=1;>tr|Q5NCB3|Q5NCB3_MOUSE Predicted gene 5431 OS=Mus musculus GN,,,,,,,,,,,,,,,,,,,,
A1cf,28.97062,29.43867,29.34807,29.42682,29.52934,29.02615,29.5125,29.44634,29.58303,29.57822,29.06067,29.06479,29.31674,29.35026,29.40355,29.12487,29.10954,29.36415,29.41224,29.50834,28.85596,28.48139,29.04989,28.75012,29.40801,28.99822,28.75226,29.13176,29.02747,29.3157,29.25988,28.9975,29.27244,29.11694,29.19079,29.33794,29.1355,29.46221,28.98859,29.18322,0,107.77,48.4,24,928,14,11,16,11,16,13,11,16,12,14,13,10,15,20,15,13,10,12,13,13,14,5,12,12,13,12,13,15,11,11,12,11,16,12,13,9,12,9,12,11,29,20,32,22,28,19,17,31,35,32,19,16,27,37,29,17,15,21,26,34,24,8,20,18,25,20,17,25,24,23,23,20,26,23,28,10,25,18,23,22,Q5YD48;A0A286YDF7;S4R2P5;S4R1Y9;P86049,Q5YD48;A0A286YDF7,APOBEC1 complementation factor,A1cf,biological regulation;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecule metabolic process;macromolecule modification;metabolic process;mRNA metabolic process;mRNA processing;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of protein stability;RNA metabolic process;RNA modification;RNA processing,cell part;cytoplasm;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;organelle;protein complex,,>sp|Q5YD48|A1CF_MOUSE APOBEC1 complementation factor OS=Mus musculus GN=A1cf PE=1 SV=2;>tr|A0A286YDF7|A0A286YDF7_MOUSE APOBEC1 complementation factor OS=Mus musculus GN=A1cf PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
A2m,31.11092,31.46412,31.0037,31.18056,31.02907,31.16956,31.60134,31.16261,31.31143,31.02366,31.20344,31.38257,31.11434,31.00028,31.05142,31.12633,31.55151,31.16021,31.05801,30.93944,31.31479,31.57858,31.40202,30.99084,31.01345,31.42061,31.51065,31.3817,30.97158,30.94524,31.26579,31.46539,31.30813,31.08246,31.01837,31.41443,31.30422,31.50465,31.07444,30.87298,0,323.31,43.5,48,2161,34,36,32,32,31,34,38,33,34,33,35,38,32,37,28,35,37,33,34,29,37,36,40,33,30,36,39,39,32,36,34,34,40,37,34,34,37,36,33,31,59,66,56,59,48,53,67,57,41,41,55,78,57,63,41,59,69,55,48,33,66,58,73,43,36,59,66,58,45,39,51,58,77,52,40,46,64,50,38,37,Q61838;D3YUI3,Q61838,Alpha-2-macroglobulin;Alpha-2-macroglobulin 165 kDa subunit;Alpha-2-macroglobulin 35 kDa subunit,A2m,,extracellular region;extracellular space,,>sp|Q61838|PZP_MOUSE Pregnancy zone protein OS=Mus musculus GN=Pzp PE=1 SV=3,,,,,,,,,,,,,,,,,,,,
Aacs,26.96686,26.4113,27.42502,26.33327,27.81182,26.64072,27.07612,26.90908,26.76357,27.53668,26.94704,26.54713,26.8889,27.22297,27.65854,26.78294,26.17895,27.0502,26.31166,27.752,26.01531,25.19944,26.5065,25.56392,27.69856,26.55842,25.81602,26.99593,26.42478,27.94078,26.77769,26.19308,26.87185,26.55353,27.45325,26.0771,26.96983,26.86018,26.18662,27.22775,0,20.426,26.8,17,216,7,5,10,5,8,9,4,7,2,11,8,5,6,8,11,5,3,5,4,10,5,1,5,4,10,3,5,8,5,9,5,5,9,5,7,1,10,4,4,7,6,3,10,3,8,6,3,7,1,10,6,3,6,9,11,5,2,6,4,15,2,1,4,3,11,3,2,7,2,10,2,3,10,4,9,2,8,4,1,4,Q9D2R0,Q9D2R0,Acetoacetyl-CoA synthetase,Aacs,anatomical structure development;biological regulation;cell differentiation;cellular homeostasis;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;developmental process;homeostatic process;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;regulation of transport;response to chemical stimulus;response to drug;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;small molecule metabolic process,cell part;cytosol,Butanoate metabolism,>sp|Q9D2R0|AACS_MOUSE Acetoacetyl-CoA synthetase OS=Mus musculus GN=Aacs PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Aadac,32.77886,32.68368,32.37085,32.9769,32.90266,32.76477,32.74989,32.49364,32.84868,32.87522,32.83624,32.49094,32.39259,32.77309,32.79176,32.6735,32.57626,32.36708,32.7136,32.73505,32.72884,32.74633,32.48198,32.87663,32.67766,32.85785,32.68211,32.44332,32.79602,32.7981,32.7001,32.45054,32.49157,32.71657,32.78043,32.86609,32.43027,32.56411,32.78008,32.70804,0,323.31,62.6,31,3899,26,26,26,25,26,28,25,25,24,26,26,25,26,26,25,26,22,25,25,25,25,24,24,25,24,27,24,24,25,26,25,24,28,25,25,25,25,22,24,26,100,102,87,106,111,111,97,96,91,103,114,92,87,104,91,93,88,101,102,93,95,90,103,88,85,102,108,96,104,95,105,106,106,106,101,92,91,72,100,85,Q99PG0,Q99PG0,Arylacetamide deacetylase,Aadac,biological regulation,cell part;membrane,,>sp|Q99PG0|AAAD_MOUSE Arylacetamide deacetylase OS=Mus musculus GN=Aadac PE=1 SV=3,,,,,,,,,,,,,,,,,,,,
Aadat,30.52244,30.69901,30.28659,31.27753,30.57849,30.70726,30.94622,30.5729,31.2872,30.64967,30.79606,30.8235,30.68479,31.23734,30.71914,30.77124,31.01212,30.52608,31.25023,30.68904,30.85348,31.50507,30.75422,31.38659,30.54185,30.64702,30.99577,30.59397,31.23438,30.54591,30.62688,30.68286,30.76153,31.31387,30.40801,30.6372,30.57669,30.43221,31.27214,30.44025,0,117.09,47.3,19,1237,15,16,14,16,15,13,14,15,15,18,17,17,14,16,16,14,15,16,17,14,14,14,15,15,14,16,16,16,15,16,16,16,17,16,16,12,16,12,15,16,32,35,25,42,24,32,28,26,38,36,35,34,30,40,30,28,36,29,38,28,36,37,32,33,23,28,32,28,34,24,28,30,31,34,24,23,34,22,29,29,Q9WVM8;Q3UNS8,Q9WVM8;Q3UNS8,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Aadat,amine metabolic process;biosynthetic process;catabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,Lysine biosynthesis;Lysine degradation;Tryptophan metabolism,">sp|Q9WVM8|AADAT_MOUSE Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial OS=Mus musculus GN=Aadat PE=1 SV=1;>tr|Q3UNS8|Q3UNS8_MOUSE Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial OS=Mus musculus GN=Aadat PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Aars,30.65215,30.76422,31.14589,29.74456,30.38946,30.19554,30.66068,30.85304,30.26439,29.86878,30.06381,30.58728,30.95691,29.94517,29.78471,29.98005,30.18281,30.7624,29.92818,29.92889,29.61412,28.91314,30.08727,29.28685,29.75435,29.55329,29.7668,30.08942,29.64215,29.86564,29.90469,30.15376,30.43897,29.56721,30.00852,29.91841,30.28714,30.35111,29.72208,29.87411,0,323.31,56.1,41,1240,29,32,36,20,25,28,26,34,24,22,27,32,32,25,19,22,23,30,24,21,16,8,26,16,20,18,23,29,21,19,22,24,30,20,22,12,27,19,19,20,51,54,64,20,31,40,42,63,27,27,35,49,74,36,18,26,29,55,22,28,16,5,28,9,19,14,18,34,13,22,20,35,46,21,25,9,45,24,24,22,Q8BGQ7,Q8BGQ7,"Alanine--tRNA ligase, cytoplasmic",Aars,amine metabolic process;anatomical structure development;biological regulation;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;macromolecule metabolic process;macromolecule modification;metabolic process;molting cycle;multicellular organismal process;neurological system process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;protein folding;protein metabolic process;response to chemical stimulus;response to endogenous stimulus;response to stimulus;response to stress;RNA metabolic process;RNA modification;RNA processing;signal transduction;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process;tRNA processing,cell part;cytoplasm,Aminoacyl-tRNA biosynthesis,">sp|Q8BGQ7|SYAC_MOUSE Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Aars2,25.34086,25.09265,24.22207,24.96023,18,18,24.47153,23.86212,25.55353,24.94414,25.67093,18,18,25.3221,24.97544,25.75139,24.80922,24.80696,25.19599,24.53309,25.50431,26.30742,24.27455,25.69474,25.12664,25.55321,25.45892,18,24.77605,24.86022,18,24.83875,24.46781,24.80119,24.84024,25.92992,25.10217,24.58881,24.90798,24.86637,0,9.3531,13.6,10,66,3,2,2,2,0,2,1,2,2,3,6,0,0,3,3,5,2,2,3,2,3,4,1,5,3,3,5,0,5,2,1,3,3,2,3,3,2,2,2,2,2,2,0,2,0,2,0,0,1,1,6,0,0,3,0,4,2,1,2,0,3,6,2,5,1,4,4,0,2,0,1,0,1,2,2,0,2,1,1,1,Q14CH7,Q14CH7,"Alanine--tRNA ligase, mitochondrial",Aars2,amine metabolic process;cellular amino acid metabolic process;cellular component assembly;cellular component organization;cellular ketone metabolic process;cellular macromolecular complex assembly;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;macromolecular complex assembly;macromolecule metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound metabolic process;organic acid metabolic process;primary metabolic process;protein complex assembly;RNA metabolic process;small molecule metabolic process;tRNA aminoacylation for protein translation;tRNA metabolic process,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,Aminoacyl-tRNA biosynthesis,">sp|Q14CH7|SYAM_MOUSE Alanine--tRNA ligase, mitochondrial OS=Mus musculus GN=Aars2 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Aass,32.22383,32.28623,31.82817,32.23717,32.25623,32.65019,32.53682,32.14482,32.49474,32.54308,33.38946,32.70275,32.18958,32.67051,32.94548,33.40032,33.26654,32.20163,32.82293,33.05897,33.77637,34.20478,33.56456,33.96912,33.48063,33.78916,33.91314,33.54478,33.74515,33.59023,33.67482,33.63027,33.49178,33.81688,33.5717,33.96396,33.53936,33.43341,33.78225,33.5374,0,323.31,69.7,58,5642,43,45,35,44,43,48,44,41,38,42,52,44,44,50,50,52,52,39,48,47,52,54,55,48,45,53,53,52,51,49,52,54,52,53,49,48,53,45,47,48,99,92,82,103,100,123,86,101,92,96,168,114,94,124,124,156,139,102,116,127,193,201,176,181,136,166,197,170,171,158,177,163,182,171,175,154,172,136,167,158,Q99K67;F6VMP2,Q99K67,"Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",Aass,amine metabolic process;catabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cofactor metabolic process;generation of precursor metabolites and energy;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,Lysine biosynthesis;Lysine degradation,">sp|Q99K67|AASS_MOUSE Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus GN=Aass PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Abat,33.24629,33.4248,32.71221,33.64452,33.39343,33.33937,33.48183,32.94054,33.60907,33.43676,33.68113,33.42455,33.01503,33.73469,33.50616,33.31298,33.55305,32.74244,33.71733,33.37075,33.47448,34.18652,33.17519,34.00629,33.23735,33.36019,33.89645,33.1846,33.8378,33.60355,33.189,33.56525,33.157,33.7606,33.47303,33.37593,33.513,32.9584,33.74605,33.41803,0,323.31,82.8,38,4817,32,33,33,35,34,34,34,33,34,34,34,33,34,35,34,35,33,33,34,34,35,35,33,35,33,35,35,34,35,35,32,34,34,35,34,31,33,28,33,34,114,117,88,137,122,111,124,97,140,130,138,120,116,152,119,119,118,103,138,121,108,143,114,132,107,110,134,114,131,120,121,123,115,140,125,91,132,85,135,113,P61922;F7C9G3;Q3TUE8;F6RN86,P61922,"4-aminobutyrate aminotransferase, mitochondrial",Abat,amine metabolic process;behavior;biological regulation;catabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;multicellular organismal process;multi-organism process;neurotransmitter metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;response to chemical stimulus;response to drug;response to stimulus;response to stress;small molecule metabolic process,cell part;cell projection;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;neuron projection;organelle;protein complex,"Alanine, aspartate and glutamate metabolism;beta-Alanine metabolism;Butanoate metabolism;Propanoate metabolism;Valine, leucine and isoleucine degradation",">sp|P61922|GABT_MOUSE 4-aminobutyrate aminotransferase, mitochondrial OS=Mus musculus GN=Abat PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Abca1,25.48745,25.68752,23.69541,26.36097,25.01397,25.07476,25.79407,25.23652,25.58532,25.06456,24.42477,26.48367,24.849,26.71581,25.21649,23.48787,23.96754,24.85081,24.70715,24.39002,23.94199,24.61521,23.52552,24.92012,24.45507,18,25.74842,24.34733,24.38943,24.56483,23.5013,24.95527,23.31188,18,24.81534,18,24.71429,18,18,24.37571,0,24.746,6.9,11,58,3,6,2,7,5,2,4,5,5,2,3,5,4,9,1,2,1,2,4,3,2,3,2,2,2,1,6,3,1,3,1,5,2,0,3,0,2,0,1,2,4,4,0,6,2,1,2,2,3,1,2,5,0,8,0,0,0,1,1,0,0,1,1,2,0,1,4,0,0,0,0,3,1,0,0,0,2,0,1,0,P41233,P41233,ATP-binding cassette sub-family A member 1,Abca1,alcohol metabolic process;biological regulation;catabolic process;cell communication;cellular component assembly;cellular component organization;cellular membrane organization;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;endosome transport;establishment of localization;heterocycle metabolic process;homeostatic process;lipid metabolic process;lipid transport;macromolecular complex assembly;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;metabolic process;multicellular organismal process;nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;organelle organization;peptide transport;primary metabolic process;protein lipidation;protein metabolic process;protein modification process;protein transport;regulation of transport;response to biotic stimulus;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to stimulus;response to stress;secretion;signal transduction;small molecule metabolic process;transport;vacuole organization;vesicle organization;vesicle-mediated transport,cell part;cytoplasmic membrane-bounded vesicle;Golgi apparatus;intracellular membrane-bounded organelle;intracellular organelle;organelle;vesicle,ABC transporters;Fat digestion and absorption,>sp|P41233|ABCA1_MOUSE ATP-binding cassette sub-family A member 1 OS=Mus musculus GN=Abca1 PE=1 SV=4,,,,,,,,,,,,,,,,,,,,
Abca6,29.31611,29.31168,29.13457,29.7679,29.35489,29.27066,29.58832,29.30709,29.79897,29.49558,29.3542,29.37768,29.35294,29.72766,29.49265,29.42206,29.45227,29.11103,29.59181,29.37654,29.63154,29.92691,29.51092,29.91556,29.55474,29.6986,29.72976,29.51501,29.9334,29.78452,29.51222,29.67165,29.53427,30.00196,29.57843,29.80853,29.59921,29.93733,29.92039,29.74553,0,152.37,26.3,36,876,21,22,19,21,23,20,17,22,23,23,22,19,20,25,19,17,16,19,21,24,24,20,24,22,21,19,25,23,24,21,23,22,23,26,22,15,22,13,28,22,20,20,14,28,20,23,19,17,23,19,22,14,18,31,17,13,9,15,25,20,25,25,31,23,19,17,33,25,29,23,16,34,34,31,25,12,27,9,33,18,Q8K441;Q8K449,Q8K441,ATP-binding cassette sub-family A member 6,Abca6,catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transport,cell part,ABC transporters,>sp|Q8K441|ABCA6_MOUSE ATP-binding cassette sub-family A member 6 OS=Mus musculus GN=Abca6 PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
Abca8b,24.31257,24.19588,23.5636,24.17341,24.27796,23.96631,24.5386,23.76365,24.96992,24.23359,24.28178,23.58222,23.80035,24.23096,24.04552,24.27498,23.52325,24.41009,24.29607,23.91452,23.94735,18,24.41164,24.05441,24.81856,23.92325,24.57306,24.58308,23.93139,24.12762,23.24537,24.53178,24.46083,24.07202,24.35205,24.29207,24.16645,24.39133,24.47797,24.19317,0,11.477,5.3,7,86,2,2,1,2,2,3,2,1,1,1,3,2,2,4,3,3,1,2,3,2,2,0,2,3,3,2,3,1,2,2,1,3,3,2,2,2,2,1,2,2,1,2,0,2,1,2,2,1,1,2,3,2,1,4,3,3,1,1,4,2,2,0,4,3,4,2,4,2,2,5,1,3,3,2,3,1,2,0,4,1,Q8K440,Q8K440,ATP-binding cassette sub-family A member 8-B,Abca8b,catabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;heterocycle metabolic process;metabolic process;nitrogen compound metabolic process;nucleobase-containing compound catabolic process;nucleobase-containing compound metabolic process;nucleobase-containing small molecule metabolic process;nucleotide metabolic process;primary metabolic process;small molecule metabolic process;transport,cell part;membrane;plasma membrane,ABC transporters,>sp|Q8K440|ABC8B_MOUSE ATP-binding cassette sub-family A member 8-B OS=Mus musculus GN=Abca8b PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
