Protein,cluster_anchorprotein,int_mean,Symbol,Genename,ENSEMBL
P00920,8,2167.3591873106375,Car2,carbonic anhydrase 2,ENSMUSG00000027562
P01027,8,3085.2364419527757,C3,complement component 3,ENSMUSG00000024164
P01029,8,1632.5935762545937,C4b,complement component 4B (Chido blood group),ENSMUSG00000073418
P01837,8,1579.1068896662723,NA,NA,NA
P01887,8,5916.538380295104,B2m,beta-2 microglobulin,ENSMUSG00000060802
P01898,8,6931.418993014296,H2-Q10,"histocompatibility 2, Q region locus 10",ENSMUSG00000067235
P01899,8,2895.9400302375143,H2-D1,"histocompatibility 2, D region locus 1",ENSMUSG00000073411
P01901,8,0,H2-K1,"histocompatibility 2, K1, K region",ENSMUSG00000061232
P03911,8,0,ND4,NADH dehydrogenase subunit 4,ENSMUSG00000064363
P03921,8,2358.601088720543,ND5,NADH dehydrogenase subunit 5,ENSMUSG00000064367
P03930,8,0,ATP8,ATP synthase F0 subunit 8,ENSMUSG00000064356
P05064,8,4256.55374364243,Aldoa,"aldolase A, fructose-bisphosphate",ENSMUSG00000030695
P05132,8,729.2122236347288,Prkaca,"protein kinase, cAMP dependent, catalytic, alpha",ENSMUSG00000005469
P05201,8,3420.8441074172397,Got1,"glutamic-oxaloacetic transaminase 1, soluble",ENSMUSG00000025190
P05202,8,12459.968183505684,Got2,"glutamatic-oxaloacetic transaminase 2, mitochondrial",ENSMUSG00000031672
P05366,8,3733.6535834077063,Saa1,serum amyloid A 1,ENSMUSG00000074115
P05784,8,22679.851604897587,Krt18,keratin 18,ENSMUSG00000023043
P06151,8,8188.1333679359705,Ldha,lactate dehydrogenase A,ENSMUSG00000063229
P06684,8,1460.608257865446,Hc,hemolytic complement,ENSMUSG00000026874
P06728,8,3180.6034075877296,Apoa4,apolipoprotein A-IV,ENSMUSG00000032080
P06745,8,3713.90804357508,Gpi1,glucose-6-phosphate isomerase 1,ENSMUSG00000036427
P06797,8,3018.845714593796,Ctsl,cathepsin L,ENSMUSG00000021477
P06801,8,6481.401782859237,Me1,"malic enzyme 1, NADP(+)-dependent, cytosolic",ENSMUSG00000032418
P07309,8,4482.985218354181,Ttr,transthyretin,ENSMUSG00000061808
P07310,8,2885.918511952566,Ckm,"creatine kinase, muscle",ENSMUSG00000030399
P07356,8,7134.097805719228,Anxa2,annexin A2,ENSMUSG00000032231
P07724,8,4628.725419828052,Alb,albumin,ENSMUSG00000029368
P07758,8,2961.200209105321,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A",ENSMUSG00000066366
P07901,8,7954.5319239847195,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1",ENSMUSG00000021270
P08003,8,7546.55692362329,Pdia4,protein disulfide isomerase associated 4,ENSMUSG00000025823
P08032,8,2665.9789232730072,Spta1,"spectrin alpha, erythrocytic 1",ENSMUSG00000026532
P08113,8,8865.490778780026,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",ENSMUSG00000020048
P08226,8,7223.101211025888,Apoe,apolipoprotein E,ENSMUSG00000002985
P08249,8,9320.450089038359,Mdh2,"malate dehydrogenase 2, NAD (mitochondrial)",ENSMUSG00000019179
P09055,8,2533.372091662818,Itgb1,integrin beta 1 (fibronectin receptor beta),ENSMUSG00000025809
P09103,8,9479.840113130334,P4hb,"prolyl 4-hydroxylase, beta polypeptide",ENSMUSG00000025130
P09405,8,8072.749094050143,Ncl,nucleolin,ENSMUSG00000026234
P09411,8,7951.884132904168,Pgk1,phosphoglycerate kinase 1,ENSMUSG00000062070
P09528,8,4399.609390421678,Fth1,ferritin heavy polypeptide 1,ENSMUSG00000024661
P09671,8,6927.707044574302,Sod2,"superoxide dismutase 2, mitochondrial",ENSMUSG00000006818
P0C0S6,8,1555.4998627561195,H2az1,H2A.Z variant histone 1,ENSMUSG00000037894
P0DN34,8,6991.012029654016,NA,NA,NA
P0DP26,8,6270.3101061375855,Calm1,calmodulin 1,ENSMUSG00000001175
P10126,8,14978.593893741247,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,ENSMUSG00000037742
P10518,8,2567.562686983649,Alad,"aminolevulinate, delta-, dehydratase",ENSMUSG00000028393
P10605,8,7636.270557493431,Ctsb,cathepsin B,ENSMUSG00000021939
P10630,8,3973.9336904228367,Eif4a2,eukaryotic translation initiation factor 4A2,ENSMUSG00000022884
P10639,8,18019.57017355418,Txn1,thioredoxin 1,ENSMUSG00000028367
P10648,8,2708.6574986888563,Gsta2,"glutathione S-transferase, alpha 2 (Yc2)",ENSMUSG00000057933
P10649,8,61108.215450025185,Gstm1,"glutathione S-transferase, mu 1",ENSMUSG00000058135
P10854,8,51382.310875653624,H2bc14,H2B clustered histone 14,ENSMUSG00000114279
P10922,8,11866.200090791091,H1f0,H1.0 linker histone,ENSMUSG00000096210
P11352,8,5189.728654054945,Gpx1,glutathione peroxidase 1,ENSMUSG00000063856
P11438,8,3099.435838644168,Lamp1,lysosomal-associated membrane protein 1,ENSMUSG00000031447
P11499,8,17061.964384283223,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1",ENSMUSG00000023944
P11679,8,21812.123701556186,Krt8,keratin 8,ENSMUSG00000049382
P11714,8,8387.33814677276,Cyp2d9,"cytochrome P450, family 2, subfamily d, polypeptide 9",ENSMUSG00000068086
P11725,8,6062.222596022828,Otc,ornithine transcarbamylase,ENSMUSG00000031173
P11983,8,3078.054234085951,Tcp1,t-complex protein 1,ENSMUSG00000068039
P12265,8,0,Gusb,"glucuronidase, beta",ENSMUSG00000025534
P12367,8,3347.265413166743,NA,NA,NA
P12382,8,1829.7853251544022,Pfkl,"phosphofructokinase, liver, B-type",ENSMUSG00000020277
P12710,8,15539.069648779965,Fabp1,"fatty acid binding protein 1, liver",ENSMUSG00000054422
P12787,8,4703.975231970424,Cox5a,cytochrome c oxidase subunit 5A,ENSMUSG00000000088
P12815,8,4642.672684049361,Pdcd6,programmed cell death 6,ENSMUSG00000021576
P12970,8,13017.650172802703,Rpl7a,ribosomal protein L7A,ENSMUSG00000062647
P13020,8,2235.3380701782526,Gsn,gelsolin,ENSMUSG00000026879
P13516,8,0,Scd1,stearoyl-Coenzyme A desaturase 1,ENSMUSG00000037071
P13707,8,9228.280033514195,Gpd1,glycerol-3-phosphate dehydrogenase 1 (soluble),ENSMUSG00000023019
P14094,8,5137.357270073917,Atp1b1,"ATPase, Na+/K+ transporting, beta 1 polypeptide",ENSMUSG00000026576
P14115,8,8579.30571724665,Rpl27a,ribosomal protein L27A,ENSMUSG00000046364
P14131,8,7962.116451026469,Rps16,ribosomal protein S16,ENSMUSG00000037563
P14148,8,9537.963995411836,Rpl7,ribosomal protein L7,ENSMUSG00000043716
P14152,8,9205.615397415251,Mdh1,"malate dehydrogenase 1, NAD (soluble)",ENSMUSG00000020321
P14206,8,6480.4216842985115,Rpsa,ribosomal protein SA,ENSMUSG00000032518
P14211,8,4491.425630292766,Calr,calreticulin,ENSMUSG00000003814
P14576,8,1525.7548113530127,Srp54a,signal recognition particle 54A,ENSMUSG00000073079
P14685,8,3520.03580327072,Psmd3,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",ENSMUSG00000017221
P14733,8,4844.116233066577,Lmnb1,lamin B1,ENSMUSG00000024590
P14869,8,5461.974340160974,Rplp0,"ribosomal protein, large, P0",ENSMUSG00000067274
P15105,8,17996.794160099995,Glul,glutamate-ammonia ligase (glutamine synthetase),ENSMUSG00000026473
P15116,8,2702.676029470977,Cdh2,cadherin 2,ENSMUSG00000024304
P15392,8,15117.122761462088,Cyp2a4,"cytochrome P450, family 2, subfamily a, polypeptide 4",ENSMUSG00000074254
P15532,8,7739.89249798528,Nme1,NME/NM23 nucleoside diphosphate kinase 1,ENSMUSG00000037601
P15626,8,9696.011135831643,Gstm2,"glutathione S-transferase, mu 2",ENSMUSG00000040562
P15864,8,14842.231024785133,H1f2,"H1.2 linker histone, cluster member",ENSMUSG00000036181
P16015,8,17515.804033341818,Car3,carbonic anhydrase 3,ENSMUSG00000027559
P16254,8,4968.9512430088,Srp14,signal recognition particle 14,ENSMUSG00000009549
P16331,8,11781.690408885303,Pah,phenylalanine hydroxylase,ENSMUSG00000020051
P16332,8,3152.97230010406,Mmut,methylmalonyl-Coenzyme A mutase,ENSMUSG00000023921
P16406,8,3067.0272432270076,Enpep,glutamyl aminopeptidase,ENSMUSG00000028024
P16460,8,4902.577983845682,Ass1,argininosuccinate synthetase 1,ENSMUSG00000076441
P16546,8,3527.371384278599,NA,NA,NA
P16675,8,2062.029566561568,Ctsa,cathepsin A,ENSMUSG00000017760
P16858,8,9222.120704042432,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,ENSMUSG00000057666
P17047,8,3152.807029780009,Lamp2,lysosomal-associated membrane protein 2,ENSMUSG00000016534
P17182,8,8499.178143642812,Eno1,"enolase 1, alpha non-neuron",ENSMUSG00000063524
P17426,8,1046.6450445622113,Ap2a1,"adaptor-related protein complex 2, alpha 1 subunit",ENSMUSG00000060279
P17427,8,4030.135059564999,Ap2a2,"adaptor-related protein complex 2, alpha 2 subunit",ENSMUSG00000002957
P17563,8,3674.4010712846066,Selenbp1,selenium binding protein 1,ENSMUSG00000068874
P17665,8,5451.626690683708,Cox7c,cytochrome c oxidase subunit 7C,ENSMUSG00000017778
P17742,8,13711.49539908022,Ppia,peptidylprolyl isomerase A,ENSMUSG00000071866
P17751,8,4594.970053744398,Tpi1,triosephosphate isomerase 1,ENSMUSG00000023456
P17879,8,4283.585721922029,Hspa1b,heat shock protein 1B,ENSMUSG00000090877
P18242,8,3790.0433958452754,Ctsd,cathepsin D,ENSMUSG00000007891
P18572,8,6669.013563146882,Bsg,basigin,ENSMUSG00000023175
P18760,8,2939.5746512475253,Cfl1,"cofilin 1, non-muscle",ENSMUSG00000056201
P19096,8,4637.2655986556365,Fasn,fatty acid synthase,ENSMUSG00000025153
P19157,8,12556.048617525803,Gstp1,"glutathione S-transferase, pi 1",ENSMUSG00000060803
P19221,8,2043.31008705504,F2,coagulation factor II,ENSMUSG00000027249
P19253,8,8815.363469507553,Rpl13a,ribosomal protein L13A,ENSMUSG00000074129
P19536,8,9978.857866116832,NA,NA,NA
P19639,8,15436.597366638833,Gstm3,"glutathione S-transferase, mu 3",ENSMUSG00000004038
P19783,8,11727.41157814517,Cox4i1,cytochrome c oxidase subunit 4I1,ENSMUSG00000031818
P20029,8,18694.61156842923,Hspa5,heat shock protein 5,ENSMUSG00000026864
P20108,8,3380.1741619051245,Prdx3,peroxiredoxin 3,ENSMUSG00000024997
P20152,8,5560.057867551735,Vim,vimentin,ENSMUSG00000026728
P20918,8,1711.093469859682,Plg,plasminogen,ENSMUSG00000059481
P21279,8,1563.5664692788941,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide",ENSMUSG00000024639
P21550,8,1306.0488584908653,Eno3,"enolase 3, beta muscle",ENSMUSG00000060600
P21614,8,2417.9720128288145,Gc,vitamin D binding protein,ENSMUSG00000035540
P21619,8,3801.282261045035,Lmnb2,lamin B2,ENSMUSG00000062075
P21981,8,2780.1444938999357,Tgm2,"transglutaminase 2, C polypeptide",ENSMUSG00000037820
P22315,8,3689.6484743618,NA,NA,NA
P22892,8,1752.2221270017562,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",ENSMUSG00000031731
P23116,8,3103.616186011278,Eif3a,"eukaryotic translation initiation factor 3, subunit A",ENSMUSG00000024991
P23492,8,5290.525152595392,Pnp,purine-nucleoside phosphorylase,ENSMUSG00000115338
P23589,8,0,Car5a,"carbonic anhydrase 5a, mitochondrial",ENSMUSG00000025317
P23591,8,2373.2849514998934,Gfus,GDP-L-fucose synthase,ENSMUSG00000022570
P23953,8,8207.609859598993,Ces1c,carboxylesterase 1C,ENSMUSG00000057400
P24270,8,11971.397445273658,Cat,catalase,ENSMUSG00000027187
P24369,8,8704.246220800207,Ppib,peptidylprolyl isomerase B,ENSMUSG00000032383
P24456,8,17240.976175773474,Cyp2d10,"cytochrome P450, family 2, subfamily d, polypeptide 10",ENSMUSG00000094806
P24472,8,3947.71162895428,Gsta4,"glutathione S-transferase, alpha 4",ENSMUSG00000032348
P24527,8,2468.3541248408383,Lta4h,leukotriene A4 hydrolase,ENSMUSG00000015889
P24549,8,29965.087689992048,Aldh1a1,"aldehyde dehydrogenase family 1, subfamily A1",ENSMUSG00000053279
P24668,8,993.0832183530206,M6pr,"mannose-6-phosphate receptor, cation dependent",ENSMUSG00000007458
P25444,8,7022.048514936578,Rps2,ribosomal protein S2,ENSMUSG00000044533
P25688,8,15898.928980727605,Uox,urate oxidase,ENSMUSG00000028186
P25911,8,2170.1484866075,Lyn,"LYN proto-oncogene, Src family tyrosine kinase",ENSMUSG00000042228
P26039,8,2374.809270074532,Tln1,talin 1,ENSMUSG00000028465
P26041,8,3536.375961579044,Msn,moesin,ENSMUSG00000031207
P26043,8,6256.457974451283,Rdx,radixin,ENSMUSG00000032050
P26150,8,6107.043223861943,Hsd3b3,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3",ENSMUSG00000062410
P26231,8,2999.2395539115896,Ctnna1,"catenin (cadherin associated protein), alpha 1",ENSMUSG00000037815
P26369,8,2474.589652924584,U2af2,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2,ENSMUSG00000030435
P26443,8,15746.987440374773,Glud1,glutamate dehydrogenase 1,ENSMUSG00000021794
P26516,8,1282.933130313074,Psmd7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",ENSMUSG00000039067
P26638,8,934.0568314819209,Sars,seryl-aminoacyl-tRNA synthetase,ENSMUSG00000068739
P27046,8,2707.688453000367,Man2a1,"mannosidase 2, alpha 1",ENSMUSG00000024085
P27546,8,733.2635313488454,Map4,microtubule-associated protein 4,ENSMUSG00000032479
P27612,8,2199.267148859548,Plaa,"phospholipase A2, activating protein",ENSMUSG00000028577
P27659,8,6358.587062477018,Rpl3,ribosomal protein L3,ENSMUSG00000060036
P27661,8,33223.10052860766,H2ax,H2A.X variant histone,ENSMUSG00000049932
P27773,8,8963.549494155595,Pdia3,protein disulfide isomerase associated 3,ENSMUSG00000027248
P27786,8,0,Cyp17a1,"cytochrome P450, family 17, subfamily a, polypeptide 1",ENSMUSG00000003555
P28271,8,4009.2586459903605,Aco1,aconitase 1,ENSMUSG00000028405
P28352,8,3412.597214651676,Apex1,apurinic/apyrimidinic endonuclease 1,ENSMUSG00000035960
P28474,8,7495.647212672601,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide",ENSMUSG00000028138
P28665,8,2880.019646690141,Mug1,murinoglobulin 1,ENSMUSG00000059908
P28666,8,0,Mug2,murinoglobulin 2,ENSMUSG00000030131
P28843,8,4019.7324950242037,Dpp4,dipeptidylpeptidase 4,ENSMUSG00000035000
P29341,8,7399.308177284196,Pabpc1,"poly(A) binding protein, cytoplasmic 1",ENSMUSG00000022283
P29351,8,702.8741093802531,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6",ENSMUSG00000004266
P29758,8,8354.365646445163,Oat,ornithine aminotransferase,ENSMUSG00000030934
P29788,8,1861.9237680627382,Vtn,vitronectin,ENSMUSG00000017344
P30115,8,14208.074380605869,Gsta3,"glutathione S-transferase, alpha 3",ENSMUSG00000025934
P30416,8,3242.0024925976163,Fkbp4,FK506 binding protein 4,ENSMUSG00000030357
P30999,8,2084.5129398459694,Ctnnd1,"catenin (cadherin associated protein), delta 1",ENSMUSG00000034101
P31001,8,3810.039198979605,Des,desmin,ENSMUSG00000026208
P31230,8,1364.6743285927555,NA,NA,NA
P31786,8,0,Dbi,diazepam binding inhibitor,ENSMUSG00000026385
P32020,8,13111.736994785548,Scp2,"sterol carrier protein 2, liver",ENSMUSG00000028603
P32067,8,2514.130587888896,Ssb,Sjogren syndrome antigen B,ENSMUSG00000068882
P32233,8,0,Drg1,developmentally regulated GTP binding protein 1,ENSMUSG00000020457
P32261,8,2162.3433412000327,Serpinc1,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1",ENSMUSG00000026715
P32921,8,794.5259120433496,Wars,tryptophanyl-tRNA synthetase,ENSMUSG00000021266
P33267,8,1354.4311189021753,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2",ENSMUSG00000052974
P34152,8,32445.557600884094,Ptk2,PTK2 protein tyrosine kinase 2,ENSMUSG00000022607
P34884,8,5259.196500701551,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor),ENSMUSG00000033307
P34914,8,7411.987117883851,Ephx2,"epoxide hydrolase 2, cytoplasmic",ENSMUSG00000022040
P34927,8,8839.772759544512,Asgr1,asialoglycoprotein receptor 1,ENSMUSG00000020884
P34928,8,12547.717374323456,Apoc1,apolipoprotein C-I,ENSMUSG00000040564
P35278,8,2894.938046160746,Rab5c,"RAB5C, member RAS oncogene family",ENSMUSG00000019173
P35279,8,1976.0679287158152,Rab6a,"RAB6A, member RAS oncogene family",ENSMUSG00000030704
P35293,8,310.8333398809765,Rab18,"RAB18, member RAS oncogene family",ENSMUSG00000073639
P35486,8,7343.757900281531,Pdha1,pyruvate dehydrogenase E1 alpha 1,ENSMUSG00000031299
P35492,8,3100.4455287534106,Hal,histidine ammonia lyase,ENSMUSG00000020017
P35505,8,5899.143448780032,Fah,fumarylacetoacetate hydrolase,ENSMUSG00000030630
P35550,8,4642.472874805829,Fbl,fibrillarin,ENSMUSG00000046865
P35564,8,10357.081341129775,Canx,calnexin,ENSMUSG00000020368
P35585,8,1800.3232378261196,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1",ENSMUSG00000003033
P35700,8,35337.02174827687,Prdx1,peroxiredoxin 1,ENSMUSG00000028691
P35762,8,4737.271730878585,Cd81,CD81 antigen,ENSMUSG00000037706
P35979,8,10703.536715791084,Rpl12,ribosomal protein L12,ENSMUSG00000038900
P35980,8,16714.894422442576,Rpl18,ribosomal protein L18,ENSMUSG00000059070
P36552,8,4052.7652718701274,Cpox,coproporphyrinogen oxidase,ENSMUSG00000022742
P37040,8,10300.472059543208,Por,cytochrome p450 oxidoreductase,ENSMUSG00000005514
P38060,8,4855.53140163155,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,ENSMUSG00000028672
P38647,8,8492.967487042952,Hspa9,heat shock protein 9,ENSMUSG00000024359
P39054,8,2121.4771731082037,Dnm2,dynamin 2,ENSMUSG00000033335
P39061,8,2170.8468417918875,Col18a1,"collagen, type XVIII, alpha 1",ENSMUSG00000001435
P39447,8,2952.1671500380653,Tjp1,tight junction protein 1,ENSMUSG00000030516
P40124,8,2361.541683802656,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast)",ENSMUSG00000028656
P40142,8,7274.765523921718,Tkt,transketolase,ENSMUSG00000021957
P40336,8,2961.1206360418482,Vps26a,VPS26 retromer complex component A,ENSMUSG00000020078
P40630,8,1402.1298128567232,Tfam,"transcription factor A, mitochondrial",ENSMUSG00000003923
P40936,8,8759.967566659358,Inmt,indolethylamine N-methyltransferase,ENSMUSG00000003477
P41105,8,6773.684601585799,Rpl28,ribosomal protein L28,ENSMUSG00000030432
P41216,8,17730.233995305996,Acsl1,acyl-CoA synthetase long-chain family member 1,ENSMUSG00000018796
P42125,8,9755.481020969824,Eci1,enoyl-Coenzyme A delta isomerase 1,ENSMUSG00000024132
P42567,8,775.907922471381,Eps15,epidermal growth factor receptor pathway substrate 15,ENSMUSG00000028552
P42669,8,605.3139141906408,Pura,purine rich element binding protein A,ENSMUSG00000043991
P42703,8,2790.425587738564,Lifr,LIF receptor alpha,ENSMUSG00000054263
P42932,8,4547.234966647708,Cct8,"chaperonin containing Tcp1, subunit 8 (theta)",ENSMUSG00000025613
P43274,8,19091.17599428922,H1f4,"H1.4 linker histone, cluster member",ENSMUSG00000051627
P43276,8,3746.856373265062,H1f5,"H1.5 linker histone, cluster member",ENSMUSG00000058773
P45952,8,5758.211555433117,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",ENSMUSG00000062908
P46425,8,85.5960036209043,Gstp2,"glutathione S-transferase, pi 2",ENSMUSG00000038155
P46460,8,0,Nsf,N-ethylmaleimide sensitive fusion protein,ENSMUSG00000034187
P46471,8,2641.41948966533,NA,NA,NA
P46638,8,3442.779656845735,Rab11b,"RAB11B, member RAS oncogene family",ENSMUSG00000077450
P46735,8,2074.972707327216,Myo1b,myosin IB,ENSMUSG00000018417
P46935,8,0,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",ENSMUSG00000032216
P46978,8,6269.603101880313,Stt3a,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",ENSMUSG00000032116
P47199,8,3005.9372371546356,Cryz,"crystallin, zeta",ENSMUSG00000028199
P47738,8,18126.696952400103,Aldh2,"aldehyde dehydrogenase 2, mitochondrial",ENSMUSG00000029455
P47754,8,2215.6895422448333,Capza2,"capping protein (actin filament) muscle Z-line, alpha 2",ENSMUSG00000015733
P47758,8,3455.790235048984,Srprb,"signal recognition particle receptor, B subunit",ENSMUSG00000032553
P47791,8,2785.5524414358915,Gsr,glutathione reductase,ENSMUSG00000031584
P47802,8,3519.4249099074405,NA,NA,NA
P47911,8,5484.116922280327,Rpl6,ribosomal protein L6,ENSMUSG00000029614
P47955,8,4407.539650042187,Rplp1,"ribosomal protein, large, P1",ENSMUSG00000007892
P47962,8,7712.397411761056,Rpl5,ribosomal protein L5,ENSMUSG00000058558
P47963,8,13330.332071642944,Rpl13,ribosomal protein L13,ENSMUSG00000000740
P48024,8,0,Eif1,eukaryotic translation initiation factor 1,ENSMUSG00000035530
P48036,8,5371.963841469367,Anxa5,annexin A5,ENSMUSG00000027712
P48193,8,3849.775616397609,Epb41,erythrocyte membrane protein band 4.1,ENSMUSG00000028906
P48678,8,7276.433160708704,Lmna,lamin A,ENSMUSG00000028063
P48758,8,3322.886124780296,Cbr1,carbonyl reductase 1,ENSMUSG00000051483
P48771,8,6334.933958505526,Cox7a2,cytochrome c oxidase subunit 7A2,ENSMUSG00000032330
P48776,8,2539.87291865525,Tdo2,"tryptophan 2,3-dioxygenase",ENSMUSG00000028011
P49312,8,4556.943624148757,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,ENSMUSG00000046434
P49429,8,14727.313811167545,Hpd,4-hydroxyphenylpyruvic acid dioxygenase,ENSMUSG00000029445
P49443,8,1164.4109961954464,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",ENSMUSG00000021096
P49586,8,2457.9503103523953,Pcyt1a,"phosphate cytidylyltransferase 1, choline, alpha isoform",ENSMUSG00000005615
P49722,8,2687.511672876599,Psma2,proteasome subunit alpha 2,ENSMUSG00000015671
P49935,8,2006.6292462152276,Ctsh,cathepsin H,ENSMUSG00000032359
P50171,8,944.9475503856027,H2-Ke6,H2-K region expressed gene 6,ENSMUSG00000073422
P50172,8,4938.781383084921,Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1,ENSMUSG00000016194
P50247,8,12611.083117225366,Ahcyl,adenosylhomocysteinase like,ENSMUSG00000048087
P50285,8,10095.321412920865,Fmo1,flavin containing monooxygenase 1,ENSMUSG00000040181
P50295,8,2208.6592130270956,Nat2,N-acetyltransferase 2 (arylamine N-acetyltransferase),ENSMUSG00000051147
P50396,8,1674.170936620238,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1,ENSMUSG00000015291
P50431,8,4454.71092458064,Shmt1,serine hydroxymethyltransferase 1 (soluble),ENSMUSG00000020534
P50516,8,2884.575106969138,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A",ENSMUSG00000052459
P50518,8,0,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",ENSMUSG00000019210
P50544,8,6494.982467552992,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",ENSMUSG00000018574
P50580,8,3610.0371662524503,Pa2g4,proliferation-associated 2G4,ENSMUSG00000025364
P51150,8,4840.578841007464,Rab7,"RAB7, member RAS oncogene family",ENSMUSG00000079477
P51410,8,3921.682195469986,Rpl9,ribosomal protein L9,ENSMUSG00000047215
P51658,8,9040.698986084371,Hsd17b2,hydroxysteroid (17-beta) dehydrogenase 2,ENSMUSG00000031844
P51660,8,12447.182290234727,Hsd17b4,hydroxysteroid (17-beta) dehydrogenase 4,ENSMUSG00000024507
P51855,8,0,Gss,glutathione synthetase,ENSMUSG00000027610
P51859,8,3545.2273560976932,Hdgf,heparin binding growth factor,ENSMUSG00000004897
P51863,8,3994.0573531712416,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",ENSMUSG00000013160
P51881,8,23701.99891032854,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",ENSMUSG00000016319
P52019,8,0,Sqle,squalene epoxidase,ENSMUSG00000022351
P52196,8,7705.457846298343,Tst,"thiosulfate sulfurtransferase, mitochondrial",ENSMUSG00000044986
P52430,8,10205.466458104183,Pon1,paraoxonase 1,ENSMUSG00000002588
P52479,8,721.5453022960826,Usp10,ubiquitin specific peptidase 10,ENSMUSG00000031826
P52480,8,1459.902126097826,Pkm,"pyruvate kinase, muscle",ENSMUSG00000032294
P52760,8,2539.39161404803,Rida,reactive intermediate imine deaminase A homolog,ENSMUSG00000022323
P52792,8,2691.533529178563,Gck,glucokinase,ENSMUSG00000041798
P52825,8,3871.1292722226217,Cpt2,carnitine palmitoyltransferase 2,ENSMUSG00000028607
P53395,8,4284.559832110393,Dbt,dihydrolipoamide branched chain transacylase E2,ENSMUSG00000000340
P53808,8,3286.970760838546,NA,NA,NA
P53810,8,989.4725334339246,Pitpna,"phosphatidylinositol transfer protein, alpha",ENSMUSG00000017781
P53811,8,2120.554496936292,Pitpnb,"phosphatidylinositol transfer protein, beta",ENSMUSG00000050017
P53986,8,1067.4202544958753,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",ENSMUSG00000032902
P53994,8,2310.8386270518913,Rab2a,"RAB2A, member RAS oncogene family",ENSMUSG00000047187
P54071,8,6848.556354610277,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",ENSMUSG00000030541
P54728,8,3740.0198221660617,Rad23b,"RAD23 homolog B, nucleotide excision repair protein",ENSMUSG00000028426
P54775,8,2217.4615720679467,Psmc4,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",ENSMUSG00000030603
P54822,8,1364.4998772947924,Adsl,adenylosuccinate lyase,ENSMUSG00000022407
P54869,8,16416.991776667528,Hmgcs2,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2,ENSMUSG00000027875
P55050,8,1435.9984234039725,Fabp2,"fatty acid binding protein 2, intestinal",ENSMUSG00000023057
P55096,8,8869.31959790668,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3",ENSMUSG00000028127
P55258,8,2117.6470017839993,Rab8a,"RAB8A, member RAS oncogene family",ENSMUSG00000003037
P55264,8,4935.053500447442,Adk,adenosine kinase,ENSMUSG00000039197
P56135,8,9096.257012764945,Atp5j2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",ENSMUSG00000038690
P56379,8,4142.851671717028,Atp5mpl,ATP synthase membrane subunit 6.8PL,ENSMUSG00000021290
P56382,8,17434.42273787317,Atp5e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",ENSMUSG00000016252
P56383,8,15500.550005295256,Atp5g2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",ENSMUSG00000062683
P56391,8,4674.755280963369,Cox6b1,"cytochrome c oxidase, subunit 6B1",ENSMUSG00000036751
P56395,8,42143.72558416713,Cyb5a,cytochrome b5 type A (microsomal),ENSMUSG00000024646
