Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Genename	ENSEMBL
Q9CY64	-0.011285799868260442	-0.03339461607746631	0.01082301634094543	11.79409411979915	-1.0051823492047427	0.31574527594219576	0.393806721637418	-6.921027785767778	Blvra	biliverdin reductase A	ENSMUSG00000001999
Q9D9V3	-0.008519162775348182	-0.02598446526670611	0.008946139716009747	11.00880924692238	-0.9603523941410422	0.33774177460170973	0.41533469213412455	-6.92497849953931	Echdc1	enoyl Coenzyme A hydratase domain containing 1	ENSMUSG00000019883
P61961	0.011453580002851705	-0.014868834048001016	0.03777599405370442	10.036410662694811	0.8574746682949038	0.3921009843084806	0.46782735761385896	-6.926252334824387	Ufm1	ubiquitin-fold modifier 1	ENSMUSG00000027746
Q9JKF7	-0.016040200952969062	-0.04777061592971172	0.015690214023773595	12.004123743086963	-0.9952936202845045	0.3204928065274313	0.3981957524661169	-6.9264752006288814	Mrpl39	mitochondrial ribosomal protein L39	ENSMUSG00000022889
Q9CQ92	-0.0063507622610200565	-0.01727840403193921	0.004576879509899097	11.188300512880678	-1.142795072224919	0.25386153342579343	0.32657249114774906	-6.927947028585314	Fis1	fission, mitochondrial 1	ENSMUSG00000019054
Q60972	-0.009851245323057891	-0.027750516986346938	0.008048026340231156	11.683838735894593	-1.0829148751202324	0.27968363800937623	0.35598169886698294	-6.9306604113026244	Rbbp4	retinoblastoma binding protein 4, chromatin remodeling factor	ENSMUSG00000057236
Q9DCN1	-0.012366849664172107	-0.03721663605403243	0.012482936725688216	10.436677446446371	-0.9796606483813775	0.32810377420776926	0.4058767659656394	-6.930709748504598	Nudt12	nudix (nucleoside diphosphate linked moiety X)-type motif 12	ENSMUSG00000024228
Q9CZX8	-0.00532288094440341	-0.014183276920152824	0.0035375150313460037	13.008555986537937	-1.1811176710541402	0.23827660100052592	0.30958131950442397	-6.932950138135264	Rps19	ribosomal protein S19	ENSMUSG00000040952
Q9R1P0	0.008425312324537845	-0.006054445193627675	0.022905069842703366	12.276474750377417	1.144098980096725	0.2533055364872708	0.32612566188600023	-6.946271155267493	Psma4	proteasome subunit alpha 4	ENSMUSG00000032301
P62264	-0.005993796961678139	-0.016129860397856237	0.004142266474499959	13.570287989348918	-1.1625959012079328	0.24570341968896567	0.31790930875318985	-6.956720114900458	Rps14	ribosomal protein S14	ENSMUSG00000024608
P61211	-0.008398674383511051	-0.025341150926856657	0.008543802159834555	10.21444063979538	-0.9757673087092825	0.33001448060418237	0.4071133647863749	-6.963923985775559	Arl1	ADP-ribosylation factor-like 1	ENSMUSG00000060904
O70152	-0.014074744971932344	-0.044365317907797956	0.01621582796393327	11.16808622432365	-0.9150630327678326	0.36102458495945877	0.4374807130038646	-6.966024612368067	Dpm1	dolichol-phosphate (beta-D) mannosyltransferase 1	ENSMUSG00000078919
Q8C1B7	-0.012427428293251884	-0.036285700950384	0.011430844363880232	12.446188570952204	-1.0250173064504025	0.3061738843447376	0.383760851027125	-6.967851543336628	Septin11	septin 11	ENSMUSG00000058013
Q9QYF1	-0.007456911341757983	-0.020719861970687158	0.005806039287171192	11.068943828612703	-1.1056743969506972	0.26960472739287566	0.34427466414629465	-6.969063311515265	Rdh11	retinol dehydrogenase 11	ENSMUSG00000066441
Q61635	-0.007889340421655483	-0.02300298896224902	0.007224308118938051	11.184999505985266	-1.0272399814555235	0.3051335211694206	0.3827637990271303	-6.97706480498898	Ifi47	interferon gamma inducible protein 47	ENSMUSG00000078920
P59999	-0.006991093669952944	-0.020070522017552824	0.006088334677646936	12.090345883278747	-1.0514368795141666	0.29381915181025237	0.37095261250357386	-6.996239072929538	Arpc4	actin related protein 2/3 complex, subunit 4	ENSMUSG00000079426
P17047	0.00841821133625428	-0.009697285911087969	0.02653370858359653	11.551285243597242	0.9148815093227035	0.36106853472487865	0.4374807130038646	-6.997690857883439	Lamp2	lysosomal-associated membrane protein 2	ENSMUSG00000016534
Q6P3A8	0.006626862928570823	-0.0054957219444656	0.01874944780160725	10.777743923422355	1.0750314773999963	0.28307953194438673	0.35889367150462936	-7.00270081005092	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide	ENSMUSG00000032263
Q8BH69	-0.00865965940003157	-0.028912489529768017	0.011593170729704876	10.3309841166075	-0.8423286152784358	0.4004513222695888	0.4770620554172007	-7.006233597863508	Sephs1	selenophosphate synthetase 1	ENSMUSG00000026662
Q8R1G2	0.008623376010670071	-0.008266278220595568	0.02551303024193571	11.611091477587802	1.004436022603229	0.3159145019303712	0.393806721637418	-7.006605959902737	Cmbl	carboxymethylenebutenolidase-like (Pseudomonas)	ENSMUSG00000022235
Q9EQ06	0.009991525054600327	-0.012752617034830478	0.03273566714403113	11.129325264132481	0.8650794992690192	0.387800240631208	0.4634034985524298	-7.008809448440599	Hsd17b11	hydroxysteroid (17-beta) dehydrogenase 11	ENSMUSG00000029311
Q99LF4	-0.00779673442421321	-0.02204770196417223	0.00645423311574581	11.92673847311209	-1.0759323764904634	0.282680958948461	0.35889367150462936	-7.012196215599013	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase	ENSMUSG00000001783
Q924Z4	-0.008172508881543762	-0.02861086627425316	0.012265848511165639	12.21803695487169	-0.7880781008265906	0.43150499814325327	0.5082459021084438	-7.014874097041374	Cers2	ceramide synthase 2	ENSMUSG00000015714
Q9ERK4	-0.009089263455707425	-0.03338680563287732	0.015208278721462467	10.855619325218655	-0.737729180776052	0.46155892218666494	0.5359707246491511	-7.015603188130673	Cse1l	chromosome segregation 1-like (S. cerevisiae)	ENSMUSG00000002718
P97351	-0.0031072590303539913	-0.008612624060533626	0.0023981059998256435	13.365759494571263	-1.1096535811440242	0.26783113160961614	0.3422895001682993	-7.015933594796263	Rps3a1	ribosomal protein S3A1	ENSMUSG00000028081
Q99J56	-0.009068434497066779	-0.03277885398974582	0.014641984995612258	13.151655220627243	-0.7539747592983571	0.4517108070892174	0.5272770660794972	-7.032404138148599	Derl1	Der1-like domain family, member 1	ENSMUSG00000022365
O09167	-0.0029310479176425795	-0.008195349513280171	0.0023332536779950125	12.627211664361717	-1.094648757187952	0.27434347384765323	0.34946931509688833	-7.033209272354797	NA	NA	NA
Q6ZWV3	-0.007416507167991513	-0.022864749354915063	0.008031735018932035	13.51484140305135	-0.9446003295432948	0.34559029149488374	0.42365303969137513	-7.041379973215298	Rpl10	ribosomal protein L10	ENSMUSG00000008682
P60867	0.004788972763267963	-0.003917649803526483	0.013495595330062407	12.983227258949194	1.081431908898505	0.2801775100756191	0.356320136898448	-7.0425516294301715	Rps20	ribosomal protein S20	ENSMUSG00000028234
P01901	-0.009787501666306287	-0.03815038872982926	0.018575385397216683	12.500228338680673	-0.6802949309515596	0.4970722906413717	0.568945823237676	-7.042757599602968	H2-K1	histocompatibility 2, K1, K region	ENSMUSG00000061232
O70252	-0.009823127126081556	-0.034197911461001346	0.014551657208838237	11.29402055162029	-0.7938338324041815	0.4280681470932516	0.5045780647863893	-7.045920654710946	Hmox2	heme oxygenase 2	ENSMUSG00000004070
Q9CR09	-0.007466692500012187	-0.026366244614346605	0.011432859614322234	10.838401194885027	-0.7786798505822209	0.4370184127705432	0.5135787813235783	-7.047208890673288	Ufc1	ubiquitin-fold modifier conjugating enzyme 1	ENSMUSG00000062963
P35564	-0.0038729806621807393	-0.01095749579429638	0.0032115344699349007	13.247058497483215	-1.0748261539078163	0.28311957579347924	0.35889367150462936	-7.047621037808625	Canx	calnexin	ENSMUSG00000020368
Q9DCC4	-0.012485087531194176	-0.043951979778211754	0.0189818047158234	10.745269480114267	-0.7815049852891567	0.43525843536111875	0.5122808241486662	-7.0476512619397145	Pycrl	pyrroline-5-carboxylate reductase-like	ENSMUSG00000022571
A2BIN1	0.008476027556004382	-0.008481378782378167	0.02543343389438693	11.97168522698674	0.9833173119089191	0.3261792944941253	0.4042967781874051	-7.047930123976434	Mup10	major urinary protein 10	ENSMUSG00000078680
Q9CX56	-0.00791915039766843	-0.028536061311263357	0.012697760515926498	11.15745493132501	-0.756994832040111	0.449860930933754	0.5266911123965974	-7.048186375189627	Psmd8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	ENSMUSG00000030591
G3X8P9	-0.009135226070239574	-0.034269436271997834	0.015998984131518686	10.791229400725165	-0.7160912041947654	0.4746535226135138	0.5491365328237765	-7.050752404757264	Aox1	aldehyde oxidase 1	ENSMUSG00000063558
Q60866	-0.011612134333208122	-0.03969928335804191	0.016475014691625663	11.168473632457532	-0.8142936122526108	0.4162594218918748	0.4921433255801818	-7.058044993829079	Pter	phosphotriesterase related	ENSMUSG00000026730
P54822	-0.009836794068405786	-0.03586165151727893	0.01618806338046736	10.827093529088044	-0.7447136518536943	0.4572000422891186	0.5328886398940287	-7.062292901085441	Adsl	adenylosuccinate lyase	ENSMUSG00000022407
Q8BLF1	-0.010552688154881154	-0.04011745518981917	0.019012078880056866	12.007412324378759	-0.7037842802188725	0.4823754356193304	0.5562193098979407	-7.062977082357984	Nceh1	neutral cholesterol ester hydrolase 1	ENSMUSG00000027698
P62717	-0.004462832522106772	-0.012747571197391713	0.0038219061531781706	12.862192577659172	-1.0591204745192597	0.29020801044791883	0.3666896688198037	-7.063752911131587	Rpl18a	ribosomal protein L18A	ENSMUSG00000045128
O70251	-0.005461744852509505	-0.015829982747145317	0.004906493042126307	12.741265792021093	-1.0358465118919262	0.30094928119835673	0.3787308587061446	-7.065348962643194	Eef1b2	eukaryotic translation elongation factor 1 beta 2	ENSMUSG00000025967
Q99KR3	-0.008750229627224016	-0.028157318817467095	0.010656859563019065	11.624801547847618	-0.8873508198812653	0.3756140467978428	0.4512565373904906	-7.0722401610658485	Lactb2	lactamase, beta 2	ENSMUSG00000025937
Q52KI8	-0.006847431612954777	-0.028607932560353325	0.014913069334443769	11.028873249088171	-0.6204177439001421	0.5356734427680423	0.6040819560219698	-7.075503020501952	Srrm1	serine/arginine repetitive matrix 1	ENSMUSG00000028809
Q9DBP5	-0.008130823668057785	-0.025581873317628685	0.009320225981513115	12.399163070166717	-0.9167743968958011	0.3599745803079427	0.43717192620148754	-7.076368381811914	Cmpk1	cytidine monophosphate (UMP-CMP) kinase 1	ENSMUSG00000028719
Q9DC50	-0.009574335341170567	-0.030455260055047	0.011306589372705865	11.265450574156736	-0.9022935164815437	0.36761875671463407	0.4426718927156957	-7.083272040218557	Crot	carnitine O-octanoyltransferase	ENSMUSG00000003623
P46735	0.007474577494278712	-0.007940746413179493	0.02288990140173692	10.835519664499264	0.9538286933819783	0.3408652689739766	0.41851721555877885	-7.087184096322514	Myo1b	myosin IB	ENSMUSG00000018417
Q99KF1	-0.006735953152830244	-0.01992638208260164	0.0064544757769411515	12.411965648103083	-1.0041654224537413	0.31595241774364824	0.393806721637418	-7.094245122894096	Tmed9	transmembrane p24 trafficking protein 9	ENSMUSG00000058569
Q99L47	-0.006917702555786391	-0.021425414341756155	0.007590009230183373	11.692921899742215	-0.937982140172679	0.34893433556313613	0.42644959228643664	-7.0951526343285884	St13	suppression of tumorigenicity 13	ENSMUSG00000022403
Q9JM76	-0.008184244098907128	-0.028281491216268786	0.01191300301845453	10.41526499483183	-0.8018147332066916	0.4233770839337936	0.4998024034656491	-7.096977468659854	Arpc3	actin related protein 2/3 complex, subunit 3	ENSMUSG00000029465
P63101	-0.005404996501425928	-0.015884816896062862	0.005074823893211007	12.166491795945163	-1.014107852404146	0.31118075025699404	0.38910041012134533	-7.097949068806693	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	ENSMUSG00000022285
Q80XU3	0.007893526438455034	-0.012488985585560611	0.02827603846247068	10.56180610634759	0.7627336313256281	0.44634267121705706	0.5237489452794746	-7.103667065197776	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1	ENSMUSG00000026434
Q5XG73	-0.007135499803968246	-0.02148573792143328	0.007214738313496788	12.039257796103126	-0.977844217327046	0.3288052245232763	0.40594199520527713	-7.1082910638879735	Acbd5	acyl-Coenzyme A binding domain containing 5	ENSMUSG00000026781
Q9JLV1	-0.007663611307158525	-0.02431164332034586	0.008984420706028808	10.908451469835077	-0.9057068295642354	0.3657821004819237	0.44148063556235273	-7.1113848254103456	Bag3	BCL2-associated athanogene 3	ENSMUSG00000030847
Q6XVG2	0.006888060460188475	-0.022376754749002203	0.03615287566937915	12.268962290379	0.4637835846030121	0.6432461647196109	0.7016006667527926	-7.116880574267207	Cyp2c54	cytochrome P450, family 2, subfamily c, polypeptide 54	ENSMUSG00000067225
Q8BGJ5	-0.0061609004443169595	-0.018236761764521853	0.005914960875887933	11.923533137103691	-1.0030490113501278	0.31645828362099454	0.39412294605546966	-7.127192298085448	Ptbp1	polypyrimidine tract binding protein 1	ENSMUSG00000006498
P60335	-0.005341891753335723	-0.016071421222272037	0.005387637715600592	12.149048245374413	-0.9789503897957335	0.32823303402467574	0.4058767659656394	-7.127977682796408	Pcbp1	poly(rC) binding protein 1	ENSMUSG00000051695
Q99K28	-0.008536357069273528	-0.033796060950468367	0.016723346811921308	11.31662792500922	-0.6657493972674238	0.5062172605578585	0.5762691757115316	-7.128231710304918	Arfgap2	ADP-ribosylation factor GTPase activating protein 2	ENSMUSG00000027255
P26516	-0.009499788717954977	-0.03614444160857991	0.017144864172669957	10.746229183173138	-0.7022458298415413	0.48318833837562525	0.5562432066013406	-7.12873389003355	Psmd7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	ENSMUSG00000039067
Q99KP6	-0.007356295347785752	-0.024745429112891904	0.010032838417320398	11.054949518122493	-0.8325406185477208	0.4057738444791572	0.48156759219508183	-7.12888261876757	Prpf19	pre-mRNA processing factor 19	ENSMUSG00000024735
Q80WJ7	-0.0064004948601390265	-0.020312664651275614	0.007511674930997562	11.467634311089638	-0.9049449780330988	0.366138088179803	0.441484138955331	-7.129422371262358	Mtdh	metadherin	ENSMUSG00000022255
Q9QYA2	-0.006318547341925911	-0.023180783885872355	0.01054368920202053	11.569277476174596	-0.7379661837383721	0.46122018028535383	0.5359707246491511	-7.12967377199672	Tomm40	translocase of outer mitochondrial membrane 40	ENSMUSG00000002984
O08663	0.006034346393776266	-0.01665477197135857	0.028723464758911098	10.871008568495556	0.5243251036240227	0.6006119823786384	0.6648417340352776	-7.130455766204461	Metap2	methionine aminopeptidase 2	ENSMUSG00000036112
Q9D2C7	0.006716939335647969	-0.008043742201535042	0.02147762087283098	12.63783293202862	0.8951516560508704	0.37135349284997377	0.4468248724592063	-7.132548586019591	Tmbim6	transmembrane BAX inhibitor motif containing 6	ENSMUSG00000023010
Q8BIJ6	-0.007695157556615963	-0.02914548151775395	0.013755166404522026	10.977162405065103	-0.7065643344381137	0.4804991183932885	0.5546677415426219	-7.133836100529789	Iars2	isoleucine-tRNA synthetase 2, mitochondrial	ENSMUSG00000026618
A0A0U1RP81	-0.0066200271727366155	-0.023033007966514793	0.009792953621041564	11.15812141803716	-0.7938291735525542	0.42794052852339026	0.5045780647863893	-7.134130174502813	NA	NA	NA
Q8BWN8	-0.007605035595361656	-0.031395128587489454	0.016185057396766143	11.22329503575696	-0.630186123828877	0.5292594425977222	0.5990097818828674	-7.13428364973412	Acot4	acyl-CoA thioesterase 4	ENSMUSG00000052392
P99027	0.0037523567678379565	-0.003644366776059297	0.01114908031173521	13.024779584344719	0.997372452584734	0.31919973795819634	0.39722069301644974	-7.134701226919203	Rplp2	ribosomal protein, large P2	ENSMUSG00000025508
Q91V64	-0.006041977086522313	-0.018742207226538903	0.006658253053494277	11.06123967515542	-0.9356870667530739	0.35008403329980753	0.42715171276159186	-7.135811767594449	Isoc1	isochorismatase domain containing 1	ENSMUSG00000024601
E9Q4Z2	0.006507461173650299	-0.007476639859894183	0.02049156220719478	10.83820454211205	0.9153554730972191	0.36066044471534886	0.4374807130038646	-7.136471570465279	Acacb	acetyl-Coenzyme A carboxylase beta	ENSMUSG00000042010
O70435	-0.009232151079675701	-0.029226719482101583	0.01076241732275018	11.881495339285085	-0.9082462615589941	0.3643980508064687	0.44015004127551055	-7.136663398045916	Psma3	proteasome subunit alpha 3	ENSMUSG00000060073
Q8VCC2	0.006817091052304295	-0.0077427524708568295	0.02137693457546542	11.854258422002339	0.9208128776723101	0.35777249156047686	0.43551277594160853	-7.136858315799324	Ces1g	carboxylesterase 1G	ENSMUSG00000057074
Q8K411	-0.008300582319040855	-0.029985228592390563	0.01338406395430885	11.017011968180375	-0.7539481990851972	0.45159980042973524	0.5272770660794972	-7.138999963113684	Pitrm1	pitrilysin metallepetidase 1	ENSMUSG00000021193
A0A0R4J083	0.0030911142812303206	-0.003060039500558167	0.009242268063018809	12.691828405099537	0.9879867246108065	0.3237692943508007	0.40162810084944567	-7.143997067454516	Acadl	acyl-Coenzyme A dehydrogenase, long-chain	ENSMUSG00000026003
O88544	-0.007413207097017957	-0.029329106132479184	0.014502691938443269	11.408173870948529	-0.6662690697261031	0.505867194647857	0.5762691757115316	-7.144095869755188	Cops4	COP9 signalosome subunit 4	ENSMUSG00000035297
Q78KK3	0.010244142907669198	-0.021226205567167106	0.041714491382505506	9.683114961698667	0.6412556693265128	0.521972224363781	0.5924782764564922	-7.145020991697421	Slc22a18	solute carrier family 22 (organic cation transporter), member 18	ENSMUSG00000000154
O35728	-0.014334496373680462	-0.0574720266188297	0.02880303387146877	11.599766085273023	-0.6547283626887508	0.5132953453746977	0.5834768180513836	-7.15153103156739	Cyp4a14	cytochrome P450, family 4, subfamily a, polypeptide 14	ENSMUSG00000028715
Q9QXX4	-0.0020582841963632022	-0.006191905467859623	0.0020753370751332182	12.837013486467601	-0.9789652776109516	0.32820162250303375	0.4058767659656394	-7.152849685992714	Slc25a13	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13	ENSMUSG00000015112
P49586	-0.0065441402745230375	-0.031776593385551034	0.018688312836504958	11.413309886723685	-0.5113503065274833	0.6096573417286796	0.6743768047572019	-7.155018880505762	Pcyt1a	phosphate cytidylyltransferase 1, choline, alpha isoform	ENSMUSG00000005615
E9Q912	-0.00863673081974635	-0.039725530383846616	0.022452068744353917	11.756171268107678	-0.5475980643260395	0.5845398162381572	0.650225078371622	-7.155790960657616	Rap1gds1	RAP1, GTP-GDP dissociation stimulator 1	ENSMUSG00000028149
Q3UIR3	-0.009041374649325461	-0.03687918698674436	0.018796437688093443	10.302450762042271	-0.6400061732749988	0.5228181959138589	0.5930078666279837	-7.155935802358709	Dtx3l	deltex 3-like, E3 ubiquitin ligase	ENSMUSG00000049502
O35969	-0.010326050945846979	-0.05100358475519146	0.030351482863497502	11.659911919773338	-0.5002850978554892	0.617373192338236	0.6809839799750619	-7.157931562316169	Gamt	guanidinoacetate methyltransferase	ENSMUSG00000020150
F7BJK1	-0.00789655099807885	-0.03570948414596098	0.019916382149803284	11.820774835236824	-0.5596083154548355	0.576327695334704	0.6420528779815696	-7.160031577959979	NA	NA	NA
Q99N87	-0.007593818803417882	-0.04843827485557888	0.033250637248743116	12.087851548270436	-0.36656627734827796	0.7143214769005455	0.7663584727399753	-7.160671692347086	Mrps5	mitochondrial ribosomal protein S5	ENSMUSG00000027374
Q9Z2Z6	0.007099666441181797	-0.008104072426925167	0.02230340530928876	12.716207103541773	0.918332677010779	0.3590603644980549	0.43640073849957994	-7.164171827559838	Slc25a20	solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20	ENSMUSG00000032602
Q60668	-0.006571524123874773	-0.020269958456542735	0.007126910208793189	12.141832626116095	-0.9432817923443635	0.34614161594167514	0.42399635244266326	-7.165947201660313	Hnrnpd	heterogeneous nuclear ribonucleoprotein D	ENSMUSG00000000568
Q9Z2X1	-0.006130509558188537	-0.01920674341362911	0.006945724297252033	12.082219073863957	-0.9218736867730261	0.35718949122936317	0.4351419912638306	-7.168976837694345	Hnrnpf	heterogeneous nuclear ribonucleoprotein F	ENSMUSG00000042079
P62806	-0.007998377086319486	-0.024412058542527496	0.008415304369888526	15.510640919306919	-0.9580583374918209	0.33862605499970755	0.41609475154445197	-7.172268721318453	H4c8	H4 clustered histone 8	ENSMUSG00000060981
P49935	-0.007275070687244567	-0.030062845854346994	0.015512704479857862	11.218286061246964	-0.6289428106611776	0.5299934012123677	0.5994064298805577	-7.175591615368503	Ctsh	cathepsin H	ENSMUSG00000032359
Q8R0N6	-0.007507928337697848	-0.027872334084521465	0.012856477409125768	11.60076053476244	-0.7257509601750584	0.4686007968302831	0.5437439090168764	-7.182556162681029	Adhfe1	alcohol dehydrogenase, iron containing, 1	ENSMUSG00000025911
Q9D958	-0.004281682722924593	-0.019309349704231843	0.010745984258382659	10.709497510143558	-0.5612686910172003	0.5751390728634662	0.6411857138984292	-7.184749010023452	Spcs1	signal peptidase complex subunit 1 homolog (S. cerevisiae)	ENSMUSG00000021917
Q3UMF0	0.00683282644651081	-0.016151630469826386	0.02981728336284801	11.090179487023388	0.5856051298325852	0.5586899136209739	0.6255245952647436	-7.185641685355815	Cobll1	Cobl-like 1	ENSMUSG00000034903
P68134	0.005362386189193197	-0.005856123350560274	0.01658089572894667	13.589325762570507	0.9397719367795236	0.3479169233507384	0.42583723664620526	-7.1893068976015995	Acta1	actin alpha 1, skeletal muscle	ENSMUSG00000031972
P00688	-0.006533415550889906	-0.032754336361984535	0.019687505260204727	11.358307280376154	-0.49109250572346896	0.6238560856495469	0.686197791604674	-7.1893115205249485	Amy2a5	amylase 2a5	ENSMUSG00000074268
Q3U3J1	-0.005851934289079571	-0.018892851032905084	0.007188982454745941	12.356311364472349	-0.8824695830462481	0.37811090446948237	0.4539073300198164	-7.197135706648881	Bckdha	branched chain ketoacid dehydrogenase E1, alpha polypeptide	ENSMUSG00000060376
Q9WUZ9	0.007256302307499585	-0.011647741077090917	0.026160345692090085	11.756306951880473	0.7552742195046531	0.45065691619321135	0.5272281137799322	-7.197511671901598	Entpd5	ectonucleoside triphosphate diphosphohydrolase 5	ENSMUSG00000021236
G3X8R0	-0.00649437735922209	-0.025546098674026484	0.012557343955582305	10.73333194945541	-0.6711399924466248	0.5027082184000582	0.5735902207328291	-7.1988288758518255	Reep5	receptor accessory protein 5	ENSMUSG00000005873
Q91W90	-0.004468364040658161	-0.014301092645179005	0.005364364563862683	11.584541377660413	-0.8935693235268688	0.3721261677527187	0.4474101539980764	-7.202953045210042	Txndc5	thioredoxin domain containing 5	ENSMUSG00000038991
Q9ERG0	-0.007170794351481264	-0.028498749807314497	0.014157161104351971	11.36379830746478	-0.6618885938261087	0.5085977964848009	0.5785577553899154	-7.205149341602209	Lima1	LIM domain and actin binding 1	ENSMUSG00000023022
P97379	-0.0083320673350538409	-0.029939661476714462	0.01327552680660678	11.097306213725881	-0.758844439309025	0.4485423201260157	0.5255409642855791	-7.2051644092750955	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	ENSMUSG00000029405
P52792	-0.00635973449508699	-0.03201667927273973	0.019297210282565754	11.424239672765864	-0.4883260711091358	0.6257712813492379	0.6878203324534872	-7.206690559986242	Gck	glucokinase	ENSMUSG00000041798
Q61074	0.006383504324802011	-0.02754719806404641	0.04031420671365043	11.184569641799433	0.37101965919204516	0.7110225005013004	0.7643247374714804	-7.2074908827358675	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	ENSMUSG00000029147
P62242	0.0028667100360308135	-0.003262091024475431	0.008995511096537057	14.07656404186025	0.9196040485541125	0.3583459028970578	0.43587132002186874	-7.209084268267206	Rps8	ribosomal protein S8	ENSMUSG00000047675
O35623	0.007761451100343788	-0.014084224952025992	0.029607127152713568	11.406909498764819	0.6992595586963462	0.48494925533468825	0.5573350633000865	-7.212348526750096	Bet1	Bet1 golgi vesicular membrane trafficking protein	ENSMUSG00000032757
Q3UZZ6	-0.005774403365273839	-0.019295465220418192	0.007746658489870515	11.819676073820563	-0.8399118467584172	0.4015254379461274	0.4776135917121744	-7.213137072501793	Sult1d1	sulfotransferase family 1D, member 1	ENSMUSG00000029273
P05132	-0.002591708215167802	-0.026637932035133136	0.021454515604797532	10.063062880715007	-0.2125410066324062	0.8319030479641741	0.8668429759786694	-7.213137255624931	Prkaca	protein kinase, cAMP dependent, catalytic, alpha	ENSMUSG00000005469
P51658	0.003064118969398717	-0.0035456036486087193	0.009673841587406154	12.709031786192185	0.9114125853954369	0.3626388060072666	0.4385547983094999	-7.216569387570231	Hsd17b2	hydroxysteroid (17-beta) dehydrogenase 2	ENSMUSG00000031844
P68372	0.002514739240807726	-0.002952077582527294	0.007981556064142746	12.670464690827647	0.9043802481604134	0.36634992208897266	0.441484138955331	-7.222942129689496	Tubb4b	tubulin, beta 4B class IVB	ENSMUSG00000036752
Q04750	-0.0016146298039445436	-0.02152604932067582	0.018296789712786737	10.065925244834656	-0.15989013198871993	0.8731269642360119	0.8972369790275387	-7.228022705362864	Top1	topoisomerase (DNA) I	ENSMUSG00000070544
P53808	-0.0031977340621399328	-0.025075196039538835	0.01867972791525897	12.043567371629205	-0.28816801384959895	0.7735071037248831	0.8179916123964766	-7.228458168126571	NA	NA	NA
P84099	-0.004441399190410945	-0.015088284126947751	0.006205485746125862	13.035783340275096	-0.8204249677908754	0.41252826635096296	0.4888413042506104	-7.229176311243135	Rpl19	ribosomal protein L19	ENSMUSG00000017404
Q920A5	-0.005415842781283309	-0.03385712791744861	0.023025442354881995	10.54069788398873	-0.3751896287098333	0.7078643893533076	0.7614535723050377	-7.230076384821079	Scpep1	serine carboxypeptidase 1	ENSMUSG00000000278
Q61586	0.004916696836270483	-0.014280874016223811	0.024114267688764776	11.189307586238048	0.5044233734747924	0.6144107941789656	0.6781949656085616	-7.230733574441892	Gpam	glycerol-3-phosphate acyltransferase, mitochondrial	ENSMUSG00000024978
P52479	-0.004829962030232368	-0.022220952239400227	0.01256102817893549	10.182798567280784	-0.5469167152434835	0.5849113628857969	0.650225078371622	-7.2309614268568145	Usp10	ubiquitin specific peptidase 10	ENSMUSG00000031826
Q64462	-0.009172572155669636	-0.05155692235574524	0.03321177804440597	10.694781719541275	-0.42666397524058114	0.6700684791809561	0.7262947523993304	-7.2326707869297255	Cyp4b1	cytochrome P450, family 4, subfamily b, polypeptide 1	ENSMUSG00000028713
P10630	0.005109423907010577	-0.0072531710001188495	0.017472018814140004	11.574148324116107	0.8129450644944871	0.4168192066414622	0.49243266816372294	-7.2355374931875716	Eif4a2	eukaryotic translation initiation factor 4A2	ENSMUSG00000022884
O70404	-0.0054182160996612124	-0.025070184430250796	0.014233752230928369	11.9304079751372	-0.5431461816463807	0.587538464153896	0.6517548754240876	-7.2371052977271555	Vamp8	vesicle-associated membrane protein 8	ENSMUSG00000050732
Q9D710	-5.218824240152739e-4	-0.035276132840447345	0.034232367992416794	10.268121502129532	-0.02960844939624223	0.9764084812770972	0.9808789091286282	-7.2378596126511745	Tmx2	thioredoxin-related transmembrane protein 2	ENSMUSG00000050043
P60766	0.0036294494369680714	-0.01395872929359524	0.021217628167531383	11.210704635440178	0.4068602632952146	0.6845360485288855	0.738907105313877	-7.238138294598568	Cdc42	cell division cycle 42	ENSMUSG00000006699
O08547	-0.006221113820189075	-0.025930148043123102	0.01348792040274495	11.562683556740524	-0.621428121255279	0.5348393134978091	0.6035767848354338	-7.24179930007956	Sec22b	SEC22 homolog B, vesicle trafficking protein	ENSMUSG00000027879
P61027	-0.0065771753802175105	-0.027660042152957896	0.014505691392522873	12.024760610706174	-0.6141431808749949	0.5396274497450542	0.6074129216235422	-7.242454581084872	Rab10	RAB10, member RAS oncogene family	ENSMUSG00000020671
Q9CXW4	0.00257044075465693	-0.0031639803182148957	0.008304861827528756	13.502723804331156	0.8812733781997463	0.3787105233354836	0.454278240961904	-7.243535558875198	Rpl11	ribosomal protein L11	ENSMUSG00000059291
